"군급","군급상태","명칭(한글)","명칭(영문)","주석(한글)","주석(영문)","포함(한글)","포함(영문)","제외(한글)","제외(영문)"
"1367","A","전술세트,키트,장비류","Tactical Sets, Kits, and Outfits","특수목적으로 사용하기위한 아이템목록이다.각아이템은 그룹13에서 분류된 최소한의 무장을 포함해야 한다.무장은 치명적인 것을 포함하지 않을 수 있다. 이키트는 유니포류, 무기류, 개인병기,같은것을 포함할 수 있다. 그것들은 군급분류 1367에 속하는 각각의 구성품일 수 있다.","Note-A collection of items, which are used for a specific purpose. Each collection must include at least one item of ordnance classified in Group 13. Ordnance may be non-lethal (as defined in the Department of Defense Direcive 3000.3). These sets, kits and outfits may include such items as uniforms, weapons, body armor, and the like. By themselves, each of these components belongs in an FSC other than 1367.","","","",""
"1370","A","신호탄","Pyrotechnics","","","조명탄, 신호탄; 불꽃탄; 권총용 로켓 신호탄","Includes Flares; Signals; Fireworks; Pistol Rocket Signals.","불꽃 탄약통 및 발사체; 촬영용 섬광폭탄; 불꽃 로켓 [註] ⓐ촬영용 섬광폭탄:야간 저공사진 촬영을 위해 단시간에 강한 빛을 내는 조명탄","Excludes Pyrotechnic Cartridges and Projectiles; Photoflash Bombs; Pyrotechnic Rockets."
"1375","A","폭파기재","Demolition Materials","","","원통형 종이탄통 또는 주머니에 포장된 기타폭약 및 다이너마이트와 같은 건설업, 채석업, 폭파작업용 품목, 폭파장약, 폭파용 뇌관, 폭파 시한신관, 폭파 발화장치; 부비츄렙장치; 파괴통; 전기점화기, 뇌관 어댑터 및 도폭선 클립과 같은 비활성 부수품 및 구성품","Includes Items for construction, quarrying and demolition work such as Dynamite and other explosives packed in cylindrical paper cartridges or in bags, Demolition Charges, Blasting Caps, Blasting Time Fuses, Detonating Cord, Demolition Firing Devices; Booby Trap Mechanisms; Bangalore Torpedoes; Inert accessories and components such as Blasting Machines, Priming Adapters, and Detonating Cord Clips.","액체 추진연료 및 산화제; 통합품으로 미사일 추진장치 삽입 부분품으로 재사용 가능한 용기에 든 고체추진제; 유도탄 폭약장치, 비행안전을 위한 항공기 좌석발사 사출기, 항공기 캐노피 제거기 및 군급분류번호 색인에 나타나는 유사품목, 사전에 양과 질이 결정되어 있고 재사용 할 수 있는 용기에 넣은 고체추진제; 핵병기 구성품; 로켓 및 유도탄 모터,탄두 및 추진부","Excludes Liquid Propellant Fuels and Oxidizers; Solid Propellants encased in consumable containers, for insertion into missile propulsion systems as integral parts; Guided Missile Explosive Devices; Safety-in-Flight Explosive Items and Devices such as, Impulse Cartridges, Delay Cartridges, Aircraft Ejection Seat Catapults, Aircraft Canopy Removers, and similar items, as shown in the indexes to the FSC, Solid Propellants, predetermined to specific quantity and quality, packaged in reusable containers; Nuclear Ordnance Components; Rocket and Guided Missile Motors, Warheads, and Propulsion Sections."
"1376","A","비포장 폭약","Bulk Explosives","","","사전에 양과 질이 결정되고 재사용 가능한 용기에 든 고체추진제, 군급분류번호 색인에 나타나는 폭약이 장전된 장치 및 구성품","Includes Solid Propellants, predetermined to specific quantity and quality, packaged in reusable containers; Explosive Loaded Devices and Components as shown in the indexes to the FSC.","액체추진제연료 및 산화제; 미사일추진 삽입장치용 통합품으로 재사용 가능한용기에 든 고체추진제; 유도탄 폭약장치; 발파 및 폭파기재; 비행 안전을 위한 항공기 좌석 발사 사출기의 추진탄, 지연탄, 폭약품목 및 장치, 항공기 캐노피 제거기; 로켓 및 유도탄 모터, 탄두 및 추진부; 군급분류번호 색인에 나타나는 유사품목","Excludes Liquid Propellant Fuels and Oxidizers; Solid Propellants encased in consumable containers, for insertion into missile propulsion systems as integral parts; Guided Missile Explosive Devices; Blasting and Demolition Materials; Safety-in-Flight Explosive Items and Devices such as Impulse Cartridges, Delay Cartridges, Aircraft Ejection Seat Catapults, Aircraft Canopy Removers; Rocket and Guided Missile Motors, Warheads, and Propulsion Sections; similiar items, as shown in the indexes to the FSC."
"1377","A","카트리지 및 추진 작동장치 및 구성품","Cartridge and Propellant Actuated Devices and Components","이 군급은 그들의 작동순서에 따라 시간지연 또는 시간지연을 요구하지 않는 장치를 작동시키기 위해 필요한 에너지를 제공할 수 있도록 하나 이상의 장치에 삽입 또는 부착되도록 설계된 작동수단 및 다량의 추진제로 구성된 비행안전을 위한 폭약품목을 포함한다. 또한 위에 기술된 품목에 의해 발생된 에너지를 사용할 수 있도록 설계된 장치를 포함한다","Note-This class includes safety-in-flight explosive items, consisting of a quantity of propellant (either encased in a cartridge or in molded form) and a means of activation, designed to be inserted into or attached to one or more devices to provide the energy required to operate devices requiring a time delay, or not requiring a time delay, in their operating sequence. Also included are devices designed to utilize energy generated by the items described above.","충격탄; 지연탄; 엔진시동 카트리지(폭약충전); 소화탄(원격조종에 의해 활성화되는); 항공기 탈출좌석 사출기; 항공기 탈출좌석용 로켓모터(고체추진장치); 항공기 캐노피 제거기; 추진제 및 카트리지 작동식 추력장치; 기폭약; 폭약 볼트 및 폭약 볼트 카트리지; 카트리지 또는 추진약 작동식 절단기, 조종줄; 화약 작동공구 카트리지; 기타 다른곳에 특수하게 분류할 수 없는 장전된 폭약 및 구성품","Includes Impulse Cartridges; Delay Cartridges; Engine Starter Cartridges (explosive filled); Fire Extinguisher Cartridges (used to activate by remote control); Aircraft Ejection Seat Catapults; Rocket Motors (Solid Propellant Units) for Aircraft Ejection Seats; Aircraft Canopy Removers; Thrusters, propellant and cartridge actuated; Initiators; Explosive Bolts and Explosive Bolt Cartridges; Cutters, cartridge or propellant actuated, Reefing Line; Powder actuated Tool Cartridges; Explosive Loaded Devices and Components which are not specifically classified elsewhere.","액체 추진연료 및 산화제; 통합구성품으로서 미사일 추진장치내에 삽입할 수 있도록 소모성 용기에 넣은 고체추진제; 유도탄 폭약장치; 재사용한 가능한 용기에 포장되고 사전에 특정한 양과 질이 결정된 비포장 고체추진제; 폭발 및 폭약기재; 로켓 및 유도탄 로켓모터부, 탄두부 및 추진부","Excludes Liquid Propellant Fuels and Oxidizers; Solid Propellants, encased in consumable containers for insertion into missile propulsion systems as an integral part; Guided Missile Explosive Devices; Bulk and Solid Propellants, predetermined to specific quantity and quality, packaged in reusable containers; Blasting and Demolition Materials; Rocket Motors, Warheads and Propulsion Sections for Rockets and Guided Missiles."
"1380","C","군생물학작용제","Military Biological Agents","FSC 1380이며 100103 군생물학작용제는 취소됨.","FSC 1380 CANCELLED ON 100103 Military Biological Agents",".","",".",""
"1385","A","지상용 폭발물처리 공구 및 장비","Surface Use Explosive Ordnance Disposal Tools and Equipment","이 군급은 폭발물처리반(EOD) 용도로 개발되고, 사용되는 특수공구 및 장비를 포함한다","Note-This class includes only specialized tools and equipment developed for and used by qualified Explosive Ordnance Disposal (EOD) personnel.","","","폭발물처리반(EOD) 용도로 개발되지 않은 비전문 또는 공용(共用) 공구 및 장비; 특수 폭파기재; 폭약이 장전된 성형장약","Excludes Nonspecialized or common tools and equipment not developed exclusively for use by qualified EOD personnel; specialized demolition material; explosive loaded shaped charges."
"1386","A","수중용 폭발물 처리와 수영자 무기체계공구 및 장비","Underwater Use Explosive Ordnance Disposal and Swimmer Weapons Systems Tools and Equipment","이 군급은 폭발물 처리반 및 수중폭파반(UDT) 또는 육해공 상륙팀(SEAL) 용도로 개발되고 사용되는 특수공구 및 장비를 포함한다","Note-This class includes only specialized tools and equipment developed for and used by qualified Explosive Ordnance Disposal (EOD), personnel, Underwater Demolition Teams (UDT), and/or Sea-Air-Land (SEAL) personnel","","","폭발물처리반(EOD) 및 수중폭파반(UDT) 또는 육해공상륙팀(SEAL) 용도로 개발되지 않은 비전문공구 및 공용공구, 특수 폭파기재, 폭약이 장전된 성형장약","Excludes Nonspecialized or common tools not developed exclusively for use by qualified EOD, UDT, and/or SEAL personnel; specialized demolition material; explosive loaded shaped charges"
"1390","A","신관 및 뇌관","Fuzes and Primers","이 군급은 군급 1310 ""30MM 초과 75MM 미만 탄약"", 군급 1315 ""75MM 이상 125MM 까지 탄약"" 및 군급 1320 ""125MM 초과탄약""에 분류되는 탄약에 사용되는 신관 및 뇌관만을 포함한다","Note-This class includes only fuzes and primers for use in ammunition classified in Classes 1310, 1315, and 1320.","","","군급 1310 ""30MM 초과 75MM 미만 탄약"", 군급 1315 ""75MM 이상 125MM 까지 탄약"", 군급 1320 ""125MM 초과 탄약""에 분류되지 않는 탄의 신관 및 뇌관","Excludes Fuzes and Primers for ammunition not classified in Classes 1310, 1315, and 1320."
"1395","A","기타 탄약","Miscellaneous Ammunition","","","공포, 디스크, 슬러그, 컵, 탄대 등과 같은 탄약 형태","Includes Ammunition Shapes, such as Blanks, Disks, Slugs, Cups, and Rotating Bands (Shell Bands).","",""
"1398","A","특수탄약 취급 및 정비장비","Specialized Ammunition Handling and Servicing Equipment","","","로켓 및 재래식탄약 용도로 특수설계된 취급 및 정비장비 [註] ⓐ재래식탄약:특별한 통제나 취급 및 보안을 요하지 않는 품목으로서 소화기탄약, 전차 또는 화포탄약, 로켓탄, 지뢰, 수류탄, 일부 화학탄 품목(연막,소이,폭동진압작용제 충전), ICM(개량형 재래식탄약)을 말한다","Includes Handling and servicing equipment specially designed for use on or with rockets and conventional ammunition.","로켓 및 신호탄 발사대용으로 특수설계된 취급 및 정비장비, 탄약정비 및 수리 공장내 특수장비, 항공기 또는 비행장용으로 특수설계된 취급장비","Excludes Handling and servicing equipment specially designed for use on or with rocket and pyrotechnic launchers; Ammunition maintenance and repair shop specialized equipment; Handling equipment specially designed for aircraft or airfield use."
