,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 
984,5,SCN0331,1,39341,***,거상형 휠체어 등 17종,물품,SCN,제7001부대,2016-11-23 10:30,H80F4,와이파이컴퍼니,WIFI Company,김기순,031-388-5181,031-388-5181,"경기도 안양시 동안구 관평로138번길24-0 106호 (평촌동, 초원아파트 상가동)",76.8597,"9,990,000"
986,5,SCN0322,2,38207,***,방탄판 구매,물품,SCN,제7001부대,2016-11-23 10:30,G73C6,주식회사 유티지,"UTG co.,LTD",김영준,220518411,02-2051-8411,경기도 하남시 신우실로110번길36 (감이동) 5층,74.3719,"18,976,570"
988,2,LCF0981,1,38698,***,광견병 백신 등 8품목,물품,LCF,육군군수사령부,2016-11-23 10:30,ED5FF,엠앤에스코리아,MNS KOREA,소인옥,319798396,031-979-8396,"경기도 고양시 덕양구 무원로6번길20 (행신동) M타워 501,502,503호",95.3052,"12,992,100"
989,9,LCF0980,1,38645,***,케토코나졸 등 79품목,물품,LCF,육군군수사령부,2016-11-23 10:30,E21ED,(주)석호약품,Seokho Pharm,조민석,233944395,02-3394-4395,"서울특별시 동대문구 천호대로83길84-0 (장안동,일화빌딩 지층)",88.0364,"30,901,760"
990,4,HCL0086,1,38614,***,항-16-071 약품수납장A 등 26종,물품,HCL,공군사관학교,2016-11-23 10:30,B9B8B,예림플러스,yelim plus,임영철,432225851,043-222-5851,충청북도 청주시 청원구 우암로20번길28-1 (우암동),88.3304,"21,780,000"
991,125,SDL0023,1,38562,***,램프 등 71종,물품,SDL,재경근무지원대대,2016-11-22 11:30,G6F19,대성상사,daesung,장근영,1050662957,010-5066-2957,서울특별시 강서구 마곡동마곡엠밸리6단지604-504,88.0073,"13,236,184"
994,63,SFH0099,1,39091,***,일체형바벨세트 등 16품목,물품,SFH,제9196부대,2016-11-22 11:00,H2F3F,인천종합상사,Incheon Crop.,김수연,032-766-0822,032-766-0822,인천광역시 동구 화도진로40 (송현동),88.2345,"39,552,880"
995,48,SFH0098,1,39050,***,니콜스타트 등 22품목,물품,SFH,제9196부대,2016-11-22 11:00,FB4EC,한빛기프트,hanbitgift,최상열,070-4610-3917,070-4610-3917,"인천광역시 서구 서달로20번길9-1, 1동 202호(석남동, 포레스트빌)",88.0367,"10,892,300"
1001,8,UMM0748,1,38951,***,00부대 이글루 탄약고 제습기 제조설치(3),물품,UMM,국군재정관리단,2016-11-22 11:00,B6DD6,유한책임회사 센도리,cendori,박문수,622685811,062-268-5811,"경기도 화성시 우정읍 호곡길168번길96-24, 3층",88.2462,"118,745,677"
1002,8,UMM0747,1,38945,***,00부대 이글루 탄약고 제습기 제조설치(2),물품,UMM,국군재정관리단,2016-11-22 11:00,D3B72,주식회사 드라이어코리아,Dryerkorea.co.Ltd,이혜경,317652162,031-765-2162,경기도 광주시 광남안로50-16(태전동),88.0309,"126,813,000"
1013,5,SDF0152,1,38964,***,에어캡 완충제 등 55종,물품,SDF,제5738부대,2016-11-22 11:00,FDF62,(주)디에스인프라,DSInfra,조용경,7077666240,070-7766-6240,경기도 평택시 원평로35번길42 (평택동),82.7019,"13,000,400"
1014,3,SDF0151,1,38817,***,승차식 제초기 등 13종,물품,SDF,제5738부대,2016-11-22 11:00,DEFEA,제이에스탑,J.S TOP,전종두,010-2838-8540,010-2838-8540,경상북도 포항시 북구 양덕로30번길5-0 (양덕동),99.7283,"15,990,000"
1019,10,LPG0049,1,38840,***,독서카페 설치 자재 구매,물품,LPG,제5보병사단,2016-11-22 11:00,CFD40,동명이앤엘,DONG MYOUNG E&L,노홍규,7077171847,070-7717-1847,"경기도 과천시 뒷골로44-16 (과천동, 과천동 단독주택)",88.0368,"44,399,756"
1022,3,LCF0979,1,38574,***,"내부 공기청정기 등 10항목 구매(해파, 기장)",물품,LCF,육군군수사령부,2016-11-22 11:00,GAF5D,헵시바상사,hebsiba sangsa,최승종,010-6248-7950,010-6248-7950,"경상북도 포항시 남구 지곡로294-0 (지곡동, 효자그린아파트)233-703호",97.174,"11,757,000"
1023,4,HCC0109,1,38919,***,맥그립 줄자 등 81품목,물품,HCC,해군제1수리창,2016-11-22 10:30,F9946,금성종합상사,GEUM SUNG JONG HAB SANG SA,김봉기,02-2631-8972,02-2631-8972,강원특별자치도 동해시 동호4길4-0 (발한동),84.7377,"5,987,000"
1024,34,SCH0314,2,37991,***,SSO Agent(TouchEn Wiseaccess)  SW 1개,물품,SCH,해군작전사령부,2016-11-22 10:30,FBDC9,주식회사 아이티센피엔에스,"ITCENPNS CO.,LTD",한상욱,234950700,02-3495-0700,"경기도 과천시 과천대로12길117 , 제이동 601호 (갈현동, 과천펜타원)",94.9818,"13,200,000"
1026,14,SFM0108,1,39058,***,홀캇타 등 16종 구매,물품,SFM,제3170부대,2016-11-22 10:30,D701C,청인에너텍,chung in enetec,박정국,054-610-6974,054-610-6974,경상북도 포항시 북구 법원로112번길55-0 (장성동),88.6371,"6,889,200"
1028,55,SDG0065,1,38969,***,샴푸 등 39종 구매,물품,SDG,제2002부대,2016-11-22 10:30,FB4EC,한빛기프트,hanbitgift,최상열,070-4610-3917,070-4610-3917,"인천광역시 서구 서달로20번길9-1, 1동 202호(석남동, 포레스트빌)",88.03,"4,775,900"
1030,81,SFL0143,1,39527,***,널빤지 등 6품목 구매,물품,SFL,제3283부대,2016-11-22 10:30,GE3BF,에스제이컴퍼니,sj company,임희경,010-7449-8589,010-7449-8589,"경상북도 영천시 시장로75-0 (완산동, 영천공설시장)",88.0297,"8,784,070"
1031,3,SFC0198,1,39506,***,메티오졸린등6품목 구매,물품,SFC,제9691부대,2016-11-22 10:30,A6D9E,주식회사 이앤엘,,박상훈,313744404,031-374-4404,경기도 평택시 진위면 진위로65-107,89.4687,"3,023,000"
1032,85,SFL0142,1,39505,***,랜턴 등 90품목 구매,물품,SFL,제3283부대,2016-11-22 10:30,H3EF2,삼원티앤아이,SAMWON T&I,김상원,054-291-2965,054-291-2965,경상북도 포항시 남구 오천읍 남원로83 (부영사랑으로) 상가2동 301호,88.028,"23,395,200"
1033,2,SFL0141,1,39479,***,이발가운 구매,물품,SFL,제3283부대,2016-11-22 10:30,E5D61,연천종합물산,연천종합물산,양재석,542810909,054-281-0909,경상북도 포항시 남구 대송면 제내길53번길21-0,94.7441,"478,900"
1035,23,SCR0098,2,38477,***,점보롤화장지 등 121종 구매,물품,SCR,해군제3함대사령부,2016-11-22 10:30,B9499,대건상사,DEA GUN.CO,이장현,061-244-8050,061-244-8050,전라남도 목포시 삼학로123번길 24-1(산정동),88.1569,"5,445,710"
1039,197,SFC0197,1,39331,***,스포츠타울 등 9품목 구매,물품,SFC,제9691부대,2016-11-22 10:30,GBA45,에이지씨,AGC,여승철,070-4228-9709,070-4228-9709,경기도 부천시 원미구 석천로70-1 (중동),88.0028,"21,686,890"
1040,51,SFN0093,1,39071,***,번호식 도어락 구매 설치(연평도 납품),물품,SFN,연평부대,2016-11-22 10:30,ED687,오피스디포 인천중앙점,officedepot,오주호,325890070,032-589-0070,"인천광역시 동구 방축로105, 편익C동 지하층 B18호(송림동, 인천산업용품유통단지)",88.1063,"5,927,886"
1042,10,SEE0055,1,38797,***,스미스머신 등 14품목 구매,물품,SEE,제9해병여단,2016-11-22 10:30,D4890,상우스포츠,INFINITY,양윤식,319482659,031-948-2659,경기도 파주시 소라지로 276-57(송촌동),66.5047,"19,500,000"
1043,5,SDQ0069,1,38243,***,봉합재 키트,물품,SDQ,해군제2수리창,2016-11-22 10:30,D245E,세일상사,SEIL COMMERCIAL.CO.,임흥수,316828502,031-682-8502,"경기도 평택시 포승읍 평택항로517, A동6호",59.5722,"28,490,000"
1045,2,SCN0328,1,39019,***,출입통제기 등 5종 구매,물품,SCN,제7001부대,2016-11-22 10:30,B5251,지에스 주식회사,gs ltd,김영미,314526350,031-452-6350,"경기도 군포시 엘에스로 172, 한림휴먼타워 411(금정동)",88.5358,"5,224,430"
1048,13,SCL0080,1,38561,***,운동용가방 등 5종 제조(구매),물품,SCL,해군사관학교,2016-11-22 10:30,FF47E,주식회사 가방클럽,gabangclub,오봉일,215779006,02-1577-9006,경기도 포천시 작은넙고개길137-2 (내촌면),88.0609,"49,557,500"
1049,17,SCL0079,1,38558,***,조깅화 등 2종 제조(구매),물품,SCL,해군사관학교,2016-11-22 10:30,CB354,명지사,MAUNGJISA,최용호,222749181,02-2274-9181,서울특별시 마포구 성산로2길55-0 (성산동),88.0668,"38,906,970"
1051,2,SCF0273,1,38500,***,베벨 피니언 1종,물품,SCF,해군군수사령부,2016-11-22 10:30,E15E3,대호정밀,DAE HO JEONG MIL,김재철,513271582,051-327-1582,부산광역시 사상구 학감대로216-23 (감전동),87.9952,"25,847,800"
1064,271,LMH0030,1,39065,***,00부대 대형전시체계보강 물품구매,물품,LMH,제7군단,2016-11-21 11:00,FBEE2,월드비젼,World Vision,신혜영,032-257-0700,032-257-0700,경기도 고양시 일산동구 강촌로26번길15-9 (백석동)102호,88.0046,"31,129,890"
1065,12,LGD0023,1,39008,***,빔 프로젝트 램프 등 8종 구매,물품,LGD,육군종합행정학교,2016-11-21 11:00,BF4DF,영원종합상사,YOUNG WON TOTAL SOLUTION,이영수,042-536-8585,042-536-8585,충청남도 계룡시 신도안면 부남리167-22,88.0607,"16,684,600"
1066,21,HDK0041,1,38976,***,영외관사 인터폰 구매 설치,물품,HDK,공군제11전투비행단,2016-11-21 11:00,AAB20,세진시스템,SEJIN SYSTEM,배기억,539588660,053-958-8660,대구광역시 동구 동북로 447(),88.0916,"28,906,456"
1068,86,LPG0051,1,38950,***,20톤 반자동 회전식 크라샤 구매,물품,LPG,제5보병사단,2016-11-21 11:00,CAF07,우상기업사,WOOSANG,이철우,031-544-6325,031-544-6325,경기도 포천시 가산면 우금1길 39-17(),88.0234,"21,665,100"
1075,3,MCT0066,1,38847,***,이동식 럭비골대 설치납품,물품,MCT,국군체육부대,2016-11-21 11:00,C02E6,대성체육산업,Dae Sung Sports IND.,조성운,328185672,032-818-5672,"인천광역시 남동구 함박뫼로377번길71(남촌동, 37B 4L)",89.2518,"8,743,900"
1077,50,SCK0194,1,39082,***,지우개 등 60종,물품,SCK,해군교육사령부,2016-11-21 10:30,G79B3,참조은,Cham,유진숙,055-544-0077,055-544-0077,"경상남도 창원시 진해구 천자로37-0 (이동, 동아기업)",88.0071,"15,538,900"
1078,24,SCK0195,1,39104,***,배드민턴 지주대 3SET,물품,SCK,해군교육사령부,2016-11-21 10:30,H9F30,다림테크,dalim tech,정병윤,552992866,055-299-2866,경상남도 창원시 마산회원구 석전남23길7-0 (석전동),88.0813,"1,502,690"
1081,14,HDM0046,1,39205,***,(16-398)군공항사용분담금(할로겐 램프),물품,HDM,공군제17전투비행단,2016-11-21 10:30,E0607,제일공사,jeil co ltd,윤은희,010-3122-0950,010-3122-0950,충청북도 청주시 청원구 율봉로159번길73-1 (율량동),88.039,"12,364,100"
1083,90,SFD0165,1,39196,***,수기 등 25종,물품,SFD,제9227부대,2016-11-21 10:30,D6634,이지전력(주),E.G ELECTRIC,이인선,542525977,054-252-5977,경상북도 포항시 북구 흥해읍 초곡길109-0,88.0102,"24,591,653"
1086,199,SCF0277,1,39170,***,납덩이 등 2종,물품,SCF,해군군수사령부,2016-11-21 10:30,H64EA,주식회사 권민,GWONMIN,이현석,010-3582-8303,010-3582-8303,"경상남도 창원시 마산회원구 석전남23길6-0 (석전동, 일우맨션아파트) 가동 702호",88.0164,"14,649,200"
1089,90,SFD0161,1,39159,***,전기주전자 등 19종,물품,SFD,제9227부대,2016-11-21 10:30,G7290,다온유통,daon yutong,김경훈,054-974-9544,054-974-9544,경상북도 칠곡군 동명면 송산리1-11,88.0073,"13,895,000"
1090,45,LKT0033,1,39139,***,정보화 통신시설 자재 구매,물품,LKT,제1989부대,2016-11-21 10:30,H3369,뉴스트롱,new strong,최규영,062-371-7181,062-371-7181,"광주광역시 광산구 월곡로71번길11-25, 1층(월곡동)",88.0617,"20,966,500"
1092,15,SCN0327,1,39012,***,블랙박스 등 2종 구매,물품,SCN,제7001부대,2016-11-21 10:30,H40B0,주식회사 부영상사,Bu-Young Sang Sa,성윤미,557141117,055-714-1117,"부산광역시 강서구 미음산단로139번길9 (구랑동), 102호",96.6042,"2,610,000"
1095,90,MCS0154,1,38970,***,360도 장거리 스피커등 6종 설치 납품,물품,MCS,국방부계룡대근무지원단,2016-11-21 10:30,A9963,삼화텔콤,SAMHWATELCOM,최호남,7070128822,070-7012-8822,"부산광역시 동구 조방로 48,  자유시장 502(범일동)",88.0373,"39,182,100"
1098,12,SCP0204,1,38903,***,바인더 등 247종 구매,물품,SCP,제8385부대,2016-11-21 10:30,G81BB,가나안상사,canaan,서은숙,1028422250,010-2842-2250,강원특별자치도 동해시 전천로273-15 (북평동) 103-1호,88.1194,"12,766,590"
1102,237,SCQ0264,1,38823,***,샤프 등 321종 구매,물품,SCQ,제9911부대,2016-11-21 10:30,H0FB2,헤럴드,herald,최은일,7047700655,070-4770-0655,"경기도 부천시 원미구 조마루로385번길92, 18층 1801호(원미동, 부천테크노밸리 U1 center)",88.0007,"12,513,200"
1105,57,SCK0189,1,38704,***,플러스펜 등 322종,물품,SCK,해군교육사령부,2016-11-21 10:30,CF5B2,대광산업,daegwang,이종명,1026787883,010-2678-7883,경상남도 창원시 마산회원구 양덕북5길97 (양덕동1층상가),88.0033,"13,543,000"
1106,61,SCK0185,1,38708,***,부직포가방 등 2종,물품,SCK,해군교육사령부,2016-11-21 10:30,FC142,주식회사 나누리,nanuli,지민안,7041154348,070-4115-4348,"경상남도 창원시 마산회원구 회성시장2길131,2층 (회성동)",88.0303,"24,350,000"
1107,192,SFC0195,1,39318,***,군용레포트화일 등 181품목 구매,물품,SFC,제9691부대,2016-11-21 10:30,E5DAF,금호전기조명(주),kumho electtronic & lighting,김미숙,313940780,031-394-0780,경기도 군포시 당산로192번길2-0 (금정동) 101~103호,88.0017,"7,941,221"
1109,45,SCK0183,1,38710,***,3D 커브가위 등 48종,물품,SCK,해군교육사령부,2016-11-21 10:30,H9D6A,대하종합상사,daeha GTC,양성규,055-551-9824,055-551-9824,경상남도 창원시 진해구 여명로51-0 (여좌동) 1층,88.0174,"4,050,150"
1112,94,SFL0138,1,38675,***,특전조끼 등 2품목 구매,물품,SFL,제3283부대,2016-11-21 10:30,F4174,코아미,coamy,김진중,031-567-9409,031-567-9409,경기도 남양주시 미금로186-0 (지금동),88.0193,"28,588,800"
1121,274,SFC0191,1,39292,***,디지털케비넷 등 2품목 구매,물품,SFC,제9691부대,2016-11-21 10:30,H6CA9,참마음유통,chammaumu-tong,서정임,010-7413-0315,010-7413-0315,서울특별시 용산구 두텁바위로57길3-0 (후암동)101호,88.0091,"13,828,700"
1127,244,SCU0113,1,38749,***,축구공 등 45종,물품,SCU,해군 기동함대사령부,2016-11-21 10:30,HAEA9,샬롬,shalom,김경숙,010-7746-0606,010-7746-0606,대전광역시 중구 문창로66번길10-0 (문창동),88.0013,"5,866,751"
1138,2,LCF0968,1,37800,***,"창, 관찰용 등 8항목 구매(궤도)",물품,LCF,육군군수사령부,2016-11-18 11:00,H0136,주식회사 지컴,GCOM,김윤창,415659720,041-565-9720,충청남도 천안시 동남구 풍세면 풍세산단1로43-0,88.0183,"56,423,600"
1143,3,UAC0063,1,37911,***,사철둥근양장 제작/구매,물품,UAC,국방출판지원단,2016-11-18 11:00,E6743,대전인재사,DAEJEONINJAESA,고인곤,422228538,042-222-8538,대전광역시 동구 선화로 212(),53.703,"10,868,000"
1151,22,SCH0315,1,38519,***,앰범 등 113종,물품,SCH,해군작전사령부,2016-11-18 10:30,D2F61,세종종합상사,saejong company,이 정희,519191588,051-919-1588,"부산광역시 해운대구 재반로212번길 31, 지하호(반여동)",88.0655,"9,604,750"
1152,33,SFC0188,1,38536,***,원격단말기 구매(16-299호),물품,SFC,제9691부대,2016-11-18 10:30,E0B82,(주)지슨,"GITSN, INC.",한동진,28523560,02-852-3560,"서울특별시 구로구 디지털로288, 601호, 602호(구로동, 대륭포스트타워1차)",95.3265,"49,800,000"
1154,8,SCR0096,1,38475,***,생활하수탱크압력형 전송기 등 3종 구매,물품,SCR,해군제3함대사령부,2016-11-18 10:30,BFF14,(유)목포신도digitalOA,,김기홍,612798424,061-279-8424,전라남도 목포시 삼학로 282(),88.0181,"3,036,000"
1155,13,SCG0183,1,38313,***,컷터날 등 65종,물품,SCG,해군본부,2016-11-18 10:30,D7F6A,현대상사,,정상섭,042-551-1509,042-551-1509,충청남도 계룡시 신도안면 부남리167,88.0481,"5,130,000"
1156,42,SFL0136,1,38512,***,물티슈 등 126품목 구매,물품,SFL,제3283부대,2016-11-18 10:30,FF361,거성유통,Giant,김정석,054-620-4647,054-620-4647,경상북도 경주시 동해안로2246-0 (감포읍),88.01,"9,233,000"
1163,10,UMM0590,1,37929,***,16-4차 정보화 운영재료 구매,물품,UMM,국군재정관리단,2016-11-18 10:30,FB373,주식회사 링크글로벌,LINKGLOBAL,박인규,27048731,02-704-8731,서울특별시 용산구 효창원로39-0 (신창동),92.2478,"46,750,000"
1171,19,UMM0730,1,37330,***,00부대 통신장비용 UPS 구매설치,물품,UMM,국군재정관리단,2016-11-17 11:00,D753A,(주)나우엔텍,NowNtech,최승훈,031-731-7580,031-731-7580,경기도 성남시 중원구 사기막골로148-0 (상대원동) 중앙이노테크지식산업센터 701호~702호,88.0407,"98,182,000"
1172,137,UMM0729,1,37207,***,00부대 대형전시체계 구매설치,물품,UMM,국군재정관리단,2016-11-17 11:00,CD7FA,첨단제어시스템(주),"chumdan control system co.,ltd.",김정일,432351128,043-235-1128,"충청북도 청주시 흥덕구 공단로 134, 세중테크노밸리1014호,1015호(송정동)",88.0107,"103,418,263"
1174,11,UMM0722,1,36795,***,00부대 이그루탄약고 제습기 제조설치,물품,UMM,국군재정관리단,2016-11-17 11:00,A2F49,덕산엔지니어링 주식회사,"DUKSAN ENG & MFG Co., Ltd.",김재선,635365010,063-536-5010,전북특별자치도 정읍시 고부면 고부농단길 29(),88.3458,"94,680,970"
1176,36,SCI0044,1,38206,***,블랙박스 등 17종 구매,물품,SCI,제9121부대,2016-11-17 10:30,H9D6A,대하종합상사,daeha GTC,양성규,055-551-9824,055-551-9824,경상남도 창원시 진해구 여명로51-0 (여좌동) 1층,88.0331,"11,521,180"
1182,4,SCR0139,1,38135,***,케이엠시프겔 등 94종 구매,물품,SCR,해군제3함대사령부,2016-11-17 10:30,D5F9A,티엠이바이오 주식회사,TaeMyung Medical Corp.,권기문,02-2619-8861,02-2619-8861,"경기도 광명시 광명로371-0, 2층(노온사동)",83.8938,"18,600,000"
1184,5,SCQ0255,1,37742,***,CO2 WIRE 등 16종 구매,물품,SCQ,제9911부대,2016-11-17 10:30,GFF26,태영통상,tayeong trade,서경원,031-881-0788,031-881-0788,경기도 여주시 세종로46번길15-24 (창동),77.9398,"12,144,000"
