적용장비,적용장비,승인일자,예산구분코드,규격종류명,예산구분명,품보형태,군부분명,납기,납지순위,수량,납지,항목번호,군급,품명,군구분,국가품목식별번호,단가,부품번호,조달요구번호,참조번호,규격종류,규격번호,재고번호형태부호,금액,단위
 , , ,U0, , ,소요군검사,해군,20171231,001,45000,6000006579,001,1234,핫바,MP,123456789,500, ,MP201643653A001, , ,사양서, ,22500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,45000,6000006579,001,1234,핫바,MP,123456789,500, ,MP201643653A001, , ,사양서, ,22500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,45000,6000006579,001,1234,핫바,MP,123456789,500, ,MP201643653A001, , ,사양서, ,22500000,EA
 , , ,A1, , ,소요군검수,공군,20170531,001,1,7000001934,***,9999,그라스울판넬,MD,NL7000001,1000, ,MD201644473A001, , ,지붕재 125T, ,1000,EA
 , , ,U0, , ,소요군검사,육군,20161130,001,1,5000081530,***,1111,식자재,MB,1Q2W3E4R5,827243130, ,MB201640717A001, , , , ,827243130,YE
 , , ,U0, , ,소요군검사,육군,20161130,001,1,5000081530,***,1111,식자재,MB,1Q2W3E4R5,827243130, ,MB201640717A001, , , , ,827243130,YE
 , , ,A1, , ,소요군검사,방위사업청(운영지원과),20161212,001,1,A000000029,***,1111,방위사업청 X-Ray검색기 구매.설치 사업,MQ,111111111,119750000, ,MQ201643448A001, , , , ,119750000,YE
 , , ,A1, , ,소요군검사,육군,20170127,001,1,5000013391,***,1111,롤테이너 등 5건,MB,111111111,61949850, ,MB201644198A001, , , , ,61949850,AC
 , , ,A1, , ,소요군검수,공군,20170407,001,4,7000000039,***,7320,신발소독판/이동식,MD,37ZH94785,250000, ,MD201644864A001, , , , ,1000000,EA
 , , ,A1, , ,소요군검사,육군,20210930,001,1,5000052978,***,0001,구매원가,MB,A00000001,81612630, ,MB201642341A001, , , , ,81612630,EA
 , , ,A1, , ,소요군검사,국직,20170228,001,1,2000009556,***,4121,MDM,TM,A20164121,74500000, ,TM201642724A001, , , , ,74500000,YE
 , , ,A1, , ,소요군검사,국직,20161231,001,1,6000005852,***,1111,씽크대,TM,000000001,100000, ,TM201640568A001, , ,사양서 참조, ,100000,YE
 , , ,A1, , ,단순품질보증형(I형),공군,20170203,001,1,7000000040,***,2305,지브크레인 2T,MD,37ZI00327,7500000, ,MD201644534A001, , ,지브형 2톤, ,7500000,EA
 , , ,U0, , ,소요군검수,국군간호사관학교,20161213,001,1,2000001513,***,0000,생도피복,NC,000000000,112090000, ,NC201643973A001, , , , ,112090000,YE
 , , ,U0, , ,소요군검사,국군체육부대,20161214,001,1,2000000443,***,0000,선수급식(공산품등),M8,111111111,524857800, ,M8201644201A001, , , , ,524857800,YE
 , , ,U0, , ,소요군검사,국군체육부대,20161214,001,1,2000000443,***,1111,선수급식(농수산물),M8,111111111,448530200, ,M8201644199A001, , , , ,448530200,YE
 , , ,U0, , ,소요군검사,국군체육부대,20161214,001,1,2000000443,***,1111,선수급식(유제품),M8,111111111,237130000, ,M8201644196A001, , , , ,237130000,YE
 , , ,A1, , ,소요군검사,육군,20161215,001,1,5000026291,***,9542,핸드도키,MB,2016LMD85,28842000, ,MB201644328A001, , , , ,28842000,YE
 , , ,A1, , ,소요군검사,육군,20161214,001,1,5000026291,***,9513,방송장비 보강,MB,2016LMD85,75301800, ,MB201644205A001, , , , ,75301800,YE
 , , ,A1, , ,소요군검사,육군,20161228,001,1,5000101236,***,0000,"급식유통센터 운용물자(플라스틱상자, 파레트) 구매",MB,000000001,28400000, ,MB201643512A001, , , , ,28400000,AY
 , , ,U0, , ,소요군검사,육군,20161212,001,1,5000081530,***,1111,하이신유,MB,1Q2W3E4R5,104780000, ,MB201643314A001, , , , ,104780000,YE
 , , ,A1, , ,단순품질보증형(I형),공군,20171231,001,1,2000010189,***,0000,전력제어시스템,MD,000000000,45888700, ,MD160024561Q001, , , , ,45888700,YE
 , , ,A1, , ,소요군검사,국직,20161226,001,1,2000009556,***,0520,마이크,TM,A20160520,24794000, ,TM201644667A001, , , , ,24794000,YE
40100201,헬기구축함-Ⅱ(DDH Ⅱ), ,A1, , ,단순품질보증형(I형),해군,20161223,000,61,6000009006,***,9535,"박판,금속제",MP,002321879,120000, ,MPN16055020001, , , , ,7320000,SH
 , , ,A1, , ,표준 품질 보증형태,해병,20161231,001,1,2000010189,***,0000,오버 헤드 크레인,MW,000000001,1000000, ,MW201643575A001, , , , ,1000000,YE
 , , ,A1, , ,단순품질보증형(I형),해군,20161223,000,51,6000009006,***,6230,충전 랜턴(LED),MP,37Y990760,46000, ,MPN16055320001, , , , ,2346000,EA
61120501,발전기 PL-E 360KW, ,A1, , ,단순품질보증형(I형),해군,20161223,000,5,6000009006,***,2815,실린더 라이너,MP,375552781,120900, ,MPN16055260001, , , , ,604500,EA
40100201,헬기구축함-Ⅱ(DDH Ⅱ), ,A1, , ,단순품질보증형(I형),해군,20161223,000,61,6000009006,***,9535,"박판,금속제",MP,002321879,120000, ,MPN16055020001, , , , ,7320000,SH
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,25000,6000006579,001,1234,햄버그스테이크,MP,123456789,1260, ,MP201643454A001, , ,사양서, ,31500000,EA
 , , ,U0, , ,소요군검사,해군,20171231,001,60000,6000006579,001,1234,배추김치(포기),MP,123456789,3300, ,MP201643449A001, , ,사양서, ,198000000,KG
 , , ,U0, , ,소요군검사,해군,20171231,001,60000,6000006579,001,1234,배추김치(포기),MP,123456789,3300, ,MP201643449A001, , ,사양서, ,198000000,KG
 , , ,U0, , ,소요군검사,해군,20171231,001,60000,6000006579,001,1234,배추김치(포기),MP,123456789,3300, ,MP201643449A001, , ,사양서, ,198000000,KG
 , , ,U0, , ,소요군검사,해군,20171231,001,60000,6000006579,001,1234,배추김치(포기),MP,123456789,3300, ,MP201643449A001, , ,사양서, ,198000000,KG
 , , ,U0, , ,소요군검사,해군,20171231,001,60000,6000006579,001,1234,배추김치(포기),MP,123456789,3300, ,MP201643449A001, , ,사양서, ,198000000,KG
 , , ,U0, , ,소요군검사,해군,20171231,001,60000,6000006579,001,1234,배추김치(포기),MP,123456789,3300, ,MP201643449A001, , ,사양서, ,198000000,KG
 , , ,U0, , ,소요군검사,해군,20171231,001,60000,6000006579,001,1234,배추김치(포기),MP,123456789,3300, ,MP201643449A001, , ,사양서, ,198000000,KG
 , , ,U0, , ,소요군검사,해군,20171231,001,60000,6000006579,001,1234,배추김치(포기),MP,123456789,3300, ,MP201643449A001, , ,사양서, ,198000000,KG
 , , ,U0, , ,소요군검사,해군,20171231,001,60000,6000006579,001,1234,배추김치(포기),MP,123456789,3300, ,MP201643449A001, , ,사양서, ,198000000,KG
 , , ,U0, , ,소요군검수,국직,20161226,001,1,2000000317,***,0000,LED램프외 7종,TM,12345M678,39794000, ,TM201644173A001, , , , ,39794000,YE
 , , ,A1, , ,소요군검수,육군,20171215,001,1,5000037910,***,1234,다목적체육관 관급자재 무대장치 제조설치,MB,A00000000,23316000, ,MB201643356A001, , , , ,23316000,YE
 , , ,A1, , ,소요군검수,육군,20171215,001,1,5000037910,***,1234,다목적체육관 관급자재(AV설비) 제조설치,MB,A00000000,2977890, ,MB201643350A001, , , , ,2977890,YE
 , , ,U0, , ,소요군검사,육군,20170121,001,126,5000057011,***,3697,의자,MB,56DIV6500,300000, ,MB201644307A001, , , , ,37800000,UN
 , , ,A1, , ,공급자 2년 보증형태,공군,20161231,001,1,7000001602,***,0000,수배전반,MD,000000000,1000, ,MD201600577E001, , , , ,1000,YE
 , , ,A1, , ,소요군검수,육군,20171227,001,1,5000002773,***,1111,인조대리석,MB,A11111111,23562700, ,MB201644597A001, , , , ,23562700,EA
 , , ,A1, , ,소요군검사,육군,20161213,001,1,5000017466,***,1234,후방카메라,MB,PSF712654,88130000, ,MB201643983A001, , , , ,88130000,YE
 , , ,U0, , ,소요군검수,육군,20171123,001,1,5000046048,***,1212,대형냉장고,MB,121212121,10000, ,MB201643842A001, , , , ,10000,YE
 , , ,A1, , ,소요군검사,육군,20171018,001,1,5000000090,***,0000,조명기구,MB,12345678A,1000, ,MB160026584Q001, , , , ,1000,YE
 , , ,A1, , ,소요군검사,육군,20161227,001,1,5000004534,***,1862,자재,MB,201600001,45204500, ,MB201644074A001, , , , ,45204500,EA
 , , ,A1, , ,단순품질보증형(I형),국직,20161228,001,1,2000006483,***,7690,수리부속(타공기바늘)구매,TM,1233700W0,9900000, ,TM201643868A001, , , , ,9900000,YE
 , , ,A1, , ,소요군검수,국직,20171229,001,1,6000006686,***,9999,분전반,TM,111111111,10000, ,TM201641975A001, , , , ,10000,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20161228,001,1,2000006483,***,7690,수리부속(타공기바늘)구매,TM,1233700W0,9900000, ,TM201643868A001, , , , ,9900000,YE
 , , ,A1, , ,단순품질보증형(I형),국직,20161228,001,1,2000006483,***,7690,인쇄용지 3종 제조/구매,TM,1233700W0,7795000, ,TM201643853A001, , , , ,7795000,YE
 , , ,A1, , ,소요군검사,국직,20161212,001,1,2000001467,***,0000,전산소모품,TM,NSN000000,12914900, ,TM201643441A001, , , , ,12914900,UT
 , , ,U0, , ,소요군검수,육군,20161213,001,1,5000046048,***,1212,자동제어반,MB,121212121,40000, ,MB201643889A001, , , , ,40000,YE
 , , ,U0, , ,소요군검수,육군,20180930,001,1,0000000000,***,1212,크레인,MB,121212122,30000, ,MB201643885A001, , , , ,30000,YE
 , , ,A1, , ,소요군검수,국직,20161209,001,1,2000006317,***,1111,책상 등 14종,TM,NSN123456,11804000, ,TM201642982A001, , , , ,11804000,YE
 , , ,A1, , ,소요군검수,육군,20161230,001,1,5000002773,***,1111,자재,MB,A11111111,17367300, ,MB201644524A001, , , , ,17367300,EA
 , , ,U0, , ,소요군검수,해병,20161215,001,1,6000002872,***,0000,접톱 등 14종,MW,000000000,8617800, ,MW201644468A001, , , , ,8617800,YE
 , , ,A1, , ,표준품질보증형(Ⅲ형),육군,20161215,001,1,5000033365,***,0000,LED형광등,MB,000000000,13942500, ,MB201644409A001, , , , ,13942500,YE
 , , ,U0, , ,소요군검사,육군,20161230,001,1,5000018371,***,0037,간부숙소 비품구매(SS침대 등 5종),MB,B56653132,13870000, ,MB201643776A001, , , , ,13870000,YE
 , , ,A1, , ,소요군검사,육군,20161226,001,1,5000018371,***,0037,방송장비 설치/납품,MB,B65434321,27200000, ,MB201644375A001, , , , ,27200000,YE
 , , ,A1, , ,소요군검수,육군,20161230,001,1,5000002773,***,1111,화재진압장비,MB,A11111111,17054570, ,MB201644275A001, , , , ,17054570,EA
 , , ,A1, , ,소요군검수,육군,20161230,001,1,5000002773,***,1111,보온대,MB,A11111111,38954750, ,MB201644255A001, , , , ,38954750,EA
 , , ,A1, , ,소요군검수,육군,20161223,001,1,5000002773,***,1111,유격장자재,MB,A11111111,15337000, ,MB201644254A001, , , , ,15337000,EA
 , , ,A1, , ,소요군검수,육군,20161230,001,1,5000002773,***,1111,전시체계,MB,A11111111,32176000, ,MB201644250A001, , , , ,32176000,EA
 , , ,A1, , ,소요군검수,육군,20161230,001,1,5000002773,***,1111,전산용품,MB,A11111111,15997630, ,MB201643665A001, , , , ,15997630,EA
 , , ,A1, , ,소요군검수,육군,20161215,001,10,5000026994,***,0000,크레인,MB,000000000,4812500, ,MB201644557A001, , , , ,48125000,TN
 , , ,A1, , ,소요군검사,공군,20161206,001,1,7000004677,***,1111,관급자재(전관방송 AV포함),MD,111111111,1000, ,MD201642075A001, , , , ,1000,YE
 , , ,A1, , ,소요군검사,국직,20161205,001,1,2000011420,***,1111,침대생산자재,TM,2016NIT01,352037950, ,TM201641720A001, , , , ,352037950,YE
 , , ,A1, , ,단순품질보증형(I형),해군,20161212,001,1,6000013991,***,0000,테이프 크리너 등 37종,MP,000000000,5092960, ,MP201643389A001, , , , ,5092960,EA
 , , ,A1, , ,소요군검수,국직,20161209,001,1,2000006317,***,1111,LED 전광판 등 10종,TM,NSN123456,18210000, ,TM201642992A001, , , , ,18210000,YE
 , ,20160201,1A,물품구매요구서,장기국채,소요군검사,해군,20181031,002,1,기사문,***,NSN,"육상용TACAN(항법세트,전술항공항법용)",MP,01,942128000, ,MPDPIO16AA006A, ,U, , ,942128000,SE
 , , ,A1, , ,소요군검사,육군,20161210,001,1,2000010207,***,0000,테라조,MB,N00000000,10000, ,MB201643168A001, , , , ,10000,YE
 , , ,A1, , ,소요군검수,공군,20161227,001,1,7000001602,***,5670,ACB기중차단기,MD,37ZH98554,2300000, ,MD201643553A001, , , , ,2300000,EA
 , , ,A1, , ,공급자 2년 보증형태,공군,20161231,001,1,7000001602,***,0000,조명기구,MD,000000000,1000, ,MD201600579E001, , , , ,1000,YE
 , , ,A1, , ,소요군검사,국직,20170731,001,1,2000009556,***,8181,PW창호,TM,A20168181,10000, ,TM201641906A001, , , , ,10000,YE
 , , ,A1, , ,소요군검수,국직,20170421,001,1,2000001553,***,0000,영수증발급기,TM,A00000001,62824000, ,TM201639177A001, , , , ,62824000,YE
 , , ,U0, , ,단순품질보증형(I형),국직,20161202,001,1,2000006235,***,0000,식자재,TM,000000000,1074323230, ,TM201641341A001, , , , ,1074323230,EA
 , , ,U0, , ,소요군검수,해병,20161209,001,1,6000004739,***,1111,LED 원형센서등 등 113품목,MW,000000001,36498460, ,MW201643016A001, , ,별첨참조, ,36498460,YE
 , , ,A1, , ,소요군검사,국직,20161207,001,1,2000001467,***,0000,HDD,TM,NSN000000,9993500, ,TM201642495A001, , , , ,9993500,UT
 , , ,U0, , ,소요군검사,육군,20161210,001,1,5000000759,***,0000,교재교구,MB,N00000000,83075000, ,MB201643173A001, , , , ,83075000,YE
 , , ,A1, , ,소요군검사,육군,20161210,001,1,2000010207,***,0000,통합배선반,MB,N00000000,10000, ,MB201643172A001, , , , ,10000,YE
 , , ,A1, , ,소요군검사,육군,20161210,001,1,2000010207,***,0000,CCTV,MB,N00000000,10000, ,MB201643171A001, , , , ,10000,YE
 , , ,A1, , ,소요군검사,육군,20161210,001,1,2000010207,***,0000,AV,MB,N00000000,10000, ,MB201643170A001, , , , ,10000,YE
 , , ,A1, , ,소요군검사,육군,20161212,001,1,5000031575,***,6500,케이블카 엔진,MB,AAAAAAAAA,75000000, ,MB201643342A001, , , , ,75000000,YE
 , , ,A1, , ,소요군검수,해군,20161212,001,3,6000020208,***,0000,T-01 박닥재,MP,000000000,3465000, ,MP201643427A001, , , , ,10395000,SE
 , , ,A1, , ,소요군검사,육군,20161226,001,1,5000018371,***,0037,도로안전시설 설치/납품,MB,B65122111,26973000, ,MB201643338A001, , , , ,26973000,YE
 , , ,A1, , ,소요군검수,해군,20161223,001,1,6000013244,***,0000,컷터칼 등 38종,MP,000000000,2999520, ,MP201643361A001, , , , ,2999520,YE
 , , ,U0, , ,소요군검사,국군체육부대,20161213,001,1,2000000443,***,1111,여자축구 운동용품,M8,111111111,42110000, ,M8201643729A001, , , , ,42110000,YE
 , , ,A1, , ,소요군검사,국군체육부대,20161213,001,1,2000000443,***,0000,정수약품 구매,M8,111111111,14170000, ,M8201643764A001, , , , ,14170000,YE
 , , ,U0, , ,소요군검수,합동군사대학교,20171229,001,1,2000010247,***,1111,16-도서관 국외간행물 40종 구매,NF,111111111,9739300, ,NF201643325A001, , , , ,9739300,YE
 , , ,U0, , ,소요군검사,육군,20161226,001,1,5000018371,***,0037,심폐소생술 마네킹 및 응급처치킷 구매,MB,B65456413,6130000, ,MB201643490A001, , , , ,6130000,YE
 , , ,A1, , ,소요군검사,육군,20161226,001,25,5000018371,***,0037,기가폰 구매,MB,B65426432,172000, ,MB201643473A001, , , , ,4300000,TD
 , , ,A1, , ,소요군검수,해군,20161212,001,1,6000020161,***,0000,지휘소텐트용 공조기 ,MP,000000000,36300000, ,MP201643435A001, , , , ,36300000,SE
 , , ,A1, , ,소요군검수,해군,20161213,001,1,6000001851,***,0000,복사용지 등 6종,MP,111111111,985000, ,MP201643887A001, , , , ,985000,YE
 , , ,A1, , ,소요군검사,육군,20161226,001,1,5000031564,***,0000,심정모터,MB,AAAA00009,41100000, ,MB201643574A001, , ,"단상,3HP,220V", ,41100000,YE
 , , ,A1, , ,단순품질보증형(I형),육군,20170228,001,4000,5000064641,***,4030,"부품 키트,걸쇠용(공구, 타이어체인 결박)",MB,375278564,5500, ,MBDLMK166313421, , , , ,22000000,EA
 , , ,U0, , ,소요군검수,해병,20161212,001,1,6000004739,***,1111,유한락스 등 45품목,MW,000000001,9816950, ,MW201643469A001, , ,별첨참조, ,9816950,YE
11120101,"포,방공포용,자주식", ,1A, ,장기국채,소요군검사,육군,20170930,001,5,5000064641,***,5895,"제어장치,인터페이스용",MB,375072018,9877634,20109100,MBDLMS16270107, , ,2350-1013, ,49388170,EA
