입찰명,발주기관코드,발주기관,카테고리
복사지 등 177종 구매,LGD,육군종합행정학교,미분류
체력단련장 전동카트(9대) 구매,UMM,국군재정관리단,미분류
워킹 만보계 등 40종,SDF,제5738부대,미분류
테이블 등 7종,SDF,제5738부대,미분류
1891부대 부대조달 회의용테이블 구매,LQP,제1891부대,미분류
00지역 화면체계 보강 설치납품,LPG,제5보병사단,미분류
바코드라벨 등 3종 구매,LCG,육군본부,미분류
봉투(대) 등 2항목 구매(물자),LCF,육군군수사령부,미분류
수정테이프 등 148종 구매,SCQ,제9911부대,미분류
프레임 그래버 3EA 구매,SCQ,제9911부대,미분류
재생토너 29EA 구매,SCN,제7001부대,미분류
왕벚나무 등 4종 구매,SCN,제7001부대,미분류
전기 히터 1종,SCF,해군군수사령부,미분류
블루패널 1EA 구매,SCP,제8385부대,미분류
복사용지 등 17종,SCH,해군작전사령부,미분류
안전모 등 23종,SCH,해군작전사령부,미분류
자대제작 교보재 구매,LFH,육군부사관학교,미분류
대테러 흑복 야전상의 등 4종 구매,SCN,제7001부대,미분류
00부대 전자칠판 구매,MDC,제1363부대,미분류
전화기 등 2종,SFG,제9181부대,미분류
결재판 등 86품목,HCC,해군제1수리창,미분류
훈련병 개인지급품 3종 구매,LFC,육군훈련소,미분류
판금망치 등 166종,SFD,제9227부대,미분류
군용 리포트 화일 등 65종,SFD,제9227부대,미분류
양지다이어리 등 37종,SFD,제9227부대,미분류
무인경계시스템 카메라 설치납품,LNF,제1보병사단,미분류
벤치프레스 등 10종,SFG,제9181부대,미분류
다이아프램 등 8종,SDQ,해군제2수리창,미분류
장교동행사복 등 19종,SCF,해군군수사령부,미분류
00연대 본부 및 00대대 탄약고 CCTV 설치납품,LNF,제1보병사단,미분류
무인경계시스템 카메라 설치납품,LNF,제1보병사단,미분류
파병티셔츠 등 30종,SCH,해군작전사령부,미분류
00부대 직할부대 안전휀스 설치납품(3개소),LNG,육군 제1군단,미분류
회전노즐 등 146종 구매,LDH,육군종합정비창,미분류
00부대 홍보전시관 물품 구매 / 설치,LDC,육군과학화전투훈련단,미분류
00부대 훈련준비 물품 구매,LDC,육군과학화전투훈련단,미분류
회로카드시험기 등 1종 구매,LDH,육군종합정비창,미분류
온도센서 등 167종 구매,LDH,육군종합정비창,미분류
컷팅안전 방안자 등 155종,SCG,해군본부,미분류
무전극 안정기 외 3종 (16-123),HFD,공군제38전투비행전대,미분류
화이트보드 등 138종,SFD,제9227부대,미분류
방안자 등 418종 구매,SCQ,제9911부대,미분류
가위 등 76종 구매,SCQ,제9911부대,미분류
복사용지 등93품목,SFC,제9691부대,미분류
복사용지 등 303종,SCH,해군작전사령부,미분류
야자매트 등 8종 구매(연평도),SFN,연평부대,미분류
에어프레스건 등 26종 구매,SCQ,제9911부대,미분류
복사용지 등 90품목 구매,SFC,제9691부대,미분류
방송장비 설치 납품,LHR,육군 제37보병사단,미분류
볼펜 등 133종,SFG,제9181부대,미분류
핸드토키 등 3종 구매,LHR,육군 제37보병사단,미분류
팩스 및 복사기 토너 구매,LHR,육군 제37보병사단,미분류
인덱스 탭 등 52종,SCG,해군본부,미분류
이동형 GPS 중계기 구매,HDP,공군제19전투비행단,미분류
접착식 PP비닐봉투 등 31종,SCF,해군군수사령부,미분류
무정전전원공급기 설치납품,LGD,육군종합행정학교,미분류
재난구조 보호물자(공기호흡기세트 등 3종) 구매,UMM,국군재정관리단,미분류
스피드게이트 등 0종 설치납품,MCN,국방부근무지원단,미분류
레자원단 구매,SFM,제3170부대,미분류
데크브러쉬 등 18종 구매,SCQ,제9911부대,미분류
염화칼슘 225포 구매,SCQ,제9911부대,미분류
동시통역수신기 등 2종,SCH,해군작전사령부,미분류
자동전압조정기(A.V.R) 등 2종,SCH,해군작전사령부,미분류
Y자 주주 등 34종,SCH,해군작전사령부,미분류
자석고리 등 90종,SCH,해군작전사령부,미분류
신문걸이 등 349종 구매,SCQ,제9911부대,미분류
복사용지 등 51종,SCK,해군교육사령부,미분류
셔터형자물쇠 등 4종 구매,SFM,제3170부대,미분류
방충망 구매,SFM,제3170부대,미분류
클램프 등 3종 구매,SFM,제3170부대,미분류
출장 뷔페(430인) 용역,SCK,해군교육사령부,미분류
체력단련장 코스관리장비 구매,UMM,국군재정관리단,미분류
16-본-국-02 00병원 전력및조명자동제어 제조설치,UMM,국군재정관리단,미분류
16-본-국-02 00병원 자동제어 제조설치,UMM,국군재정관리단,미분류
안전보호용품(안전모 등 15종) 구매,UMM,국군재정관리단,미분류
후가공 6종 제작/구매,UAC,국방출판지원단,미분류
독서카페 설치 자재 구매,LHN,제7보병사단,미분류
랜턴 등 23종,SCH,해군작전사령부,미분류
현문사다리 커버 등 10종,SCH,해군작전사령부,미분류
작전장갑 등 4종,SCH,해군작전사령부,미분류
EOD 킷 등 7종,SCH,해군작전사령부,미분류
쿨토시 등 10종,SCH,해군작전사령부,미분류
냉난방기 등 4종 구매,SDG,제2002부대,미분류
결재판 등 501종 구매,SCQ,제9911부대,미분류
종이컵 등 126종 구매,SDG,제2002부대,미분류
복사용지 등 263품목 구매,SFC,제9691부대,미분류
개스킷 등 4종,SCF,해군군수사령부,미분류
중형 굴삭기 크라샤 구매,LPN,수도군단,미분류
USB 출입통제체계 구축 사업,MDR,제9965부대,미분류
제청도장기 방폭등 등 35종 구매,LDH,육군종합정비창,미분류
IP 전화기 및 키폰 전화기 구매,MDI,제7016부대,미분류
교환 중계장비 노후 교체,MDI,제7016부대,미분류
농구부 운동용품 구매(농구화 등 9품목),MCT,국군체육부대,미분류
H지역 셔터 설치납품,LCP,육군항공사령부,미분류
빨래비누 등 51종 구매,SCQ,제9911부대,미분류
이동식 온풍기 등 2종 구매,SCQ,제9911부대,미분류
종이페이퍼 등 175종,SCK,해군교육사령부,미분류
무선프리젠터 등 103종,SCK,해군교육사령부,미분류
버프(멀티캠) 등 8종 구매,SCP,제8385부대,미분류
무릅보호대 등 2종 구매,SCP,제8385부대,미분류
전기렌지 2EA 구매 설치,SCP,제8385부대,미분류
토너 등 104종,SCU,해군 기동함대사령부,미분류
리무버 등 812종 구매,SCP,제8385부대,미분류
대형거울 1EA 구매,SCK,해군교육사령부,미분류
탁구대 2EA,SCK,해군교육사령부,미분류
광 슬리브 등 108종,SFG,제9181부대,미분류
발신자표시 전화기 등 26품목 구매,SEE,제9해병여단,미분류
축구공 등 680종 구매,SCR,해군제3함대사령부,미분류
표면오염도검사기 3EA,SCF,해군군수사령부,미분류
TTC-95K 집적회로 등 54항목 구매(물품),LCF,육군군수사령부,미분류
압축공기시스템 등 1종 구매,LDH,육군종합정비창,미분류
호스등40종구매,LDH,육군종합정비창,미분류
마이크로필름 재료구매(COM촬영필름등 9종),HCG,공군본부,미분류
16년 공군 LAN장비 교체사업 리스,UMM,국군재정관리단,미분류
자운대 UPS 교체사업,UMM,국군재정관리단,미분류
방독마스크 등 381종,SDF,제5738부대,미분류
동시통역기 구매,LMD,제7821부대,미분류
"물자 정비재료(피복, 개인장구) 구매",LGP,제1군수지원사령부,미분류
브레이드(영관용) 1항목 구매(물자),LCF,육군군수사령부,미분류
장갑류 5품목 구매,HCF,공군군수사령부,미분류
스케일억제제 등 105종 구매,SFM,제3170부대,미분류
대용량 제습기 등 2종,SCU,해군 기동함대사령부,미분류
중형굴삭기용 20톤 회전식 크라샤 구매,LNF,제1보병사단,미분류
스테플러 등 597종 구매,SCP,제8385부대,미분류
에어크리너 등 22종 구매,SCP,제8385부대,미분류
강압기 등 24종 구매,SCP,제8385부대,미분류
시설/조경용역 기계경비 자재구매(7차),LDH,육군종합정비창,미분류
복합기 등 5종,SCH,해군작전사령부,미분류
크리스탈 다용도 테이프 등 182종 구매,SCR,해군제3함대사령부,미분류
안정기 등 35종 구매,SCR,해군제3함대사령부,미분류
세루모다 등 237품목 구매,SEE,제9해병여단,미분류
안정기 등 35종 구매,SCR,해군제3함대사령부,미분류
제빙기 등 2종 구매,SCQ,제9911부대,미분류
수정테이프 등 243종 구매,SCL,해군사관학교,미분류
복사용지 등 273종 구매,SCL,해군사관학교,미분류
16년 후반기 사진재료(인화지) 2종 구매,MDF,국군지휘통신사령부,미분류
전령문서낭 등 3종,SCG,해군본부,미분류
유압액 등 3종 구매,SFM,제3170부대,미분류
패용증 등 24품목 구매,SFL,제3283부대,미분류
수동랩핑기 등 3종 구매,SFM,제3170부대,미분류
격투봉 등 3품목 구매,SFL,제3283부대,미분류
예초기 등 5품목 구매,SFL,제3283부대,미분류
천정 빨래 건조대 등 2종(16-277),HDC,공군제1전투비행단,미분류
"모듈,정류기용 1종",SCF,해군군수사령부,미분류
양극 1종,SCF,해군군수사령부,미분류
파워헤드어셈블러 1종,SCF,해군군수사령부,미분류
개스킷 및 시일 세트 등 9종,SCF,해군군수사령부,미분류
복사용지 등 78종,SCG,해군본부,미분류
수정테이프 등 167종,SCG,해군본부,미분류
멀티 기자수첩 등 35종,SCG,해군본부,미분류
정악대금 등 7종,SCK,해군교육사령부,미분류
중형굴삭기 크라샤 구매,LML,제3공병여단,미분류
물티슈 등 17품목 구매,SFL,제3283부대,미분류
상황판 등 10종,LNS,제55보병사단,미분류
접이식 바둑판 등 3종,SFD,제9227부대,미분류
'16-학습지원과 화이트보드 칠판 시트지 교체,UAZ,합동군사대학교,미분류
청소기 등 4종(연평도),SFN,연평부대,미분류
하이브리드키폰(세트) 구매,HCR,공군제15특수임무비행단,미분류
종이 쇼핑백(소) 등 2종,SFD,제9227부대,미분류
2016-186호 (자산) 인사 아령정리대 등,SFD,제9227부대,미분류
합지노트 등 21종,SCG,해군본부,미분류
16-목-후반기 물탱크 청소용역,SCR,해군제3함대사령부,미분류
물티슈  등 444종,SCH,해군작전사령부,미분류
주소용라벨 등 252종 구매,SCL,해군사관학교,미분류
예비군훈련용 귀마개(200조) 구매,LCG,육군본부,미분류
16년 4/4분기 병영훈련용품 구매,LGC,육군학생군사학교,미분류
16년 학군후보생 행군용 실습재료 구매,LGC,육군학생군사학교,미분류
스캐너 등 170품목,SFH,제9196부대,미분류
스캐너 등 170품목,SFH,제9196부대,미분류
2017년 수첩케이스 제작 구매,MDG,국군의무사령부,미분류
2017년 육군 달력 후가공 및 배송,LCG,육군본부,미분류
"항-16-058, 063 나졸액 등 95품목",HCL,공군사관학교,미분류
토너(C9600N) 등 45종 구매,SCP,제8385부대,미분류
전자식체중계 등 6종 구매,SCQ,제9911부대,미분류
재생토너 등 4종 구매,SCQ,제9911부대,미분류
벽거울 등 33종 구매,SCQ,제9911부대,미분류
열쇠보관함 40P 등 20종,SFD,제9227부대,미분류
일체형복합기 등 9종 구매,SCP,제8385부대,미분류
"개조키트,선박 금구류 및 선체품목용 등 14종",SCF,해군군수사령부,미분류
헌병휘장 등 4종 구매,SFM,제3170부대,미분류
에어크리너 등 14종,SCH,해군작전사령부,미분류
줄자 등 116종 구매,SCQ,제9911부대,미분류
수목(자산홍 등 7종) 구매(재),MCS,국방부계룡대근무지원단,미분류
제침기 등 78종,SCG,해군본부,미분류
전기배선 등 14종 구매(연평도),SFN,연평부대,미분류
전달장치 등 2종,SDQ,해군제2수리창,미분류
튜브등28종구매,LDH,육군종합정비창,미분류
인서트팁등272종구매,LDH,육군종합정비창,미분류
창조21모델 11차 장비구매 설치사업 리스,UMM,국군재정관리단,미분류
CLT-K508L(검정) 등 20항목 구매(물자),LCF,육군군수사령부,미분류
이지넷 유비쿼터스 등 4항목 구매(물자),LCF,육군군수사령부,미분류
전운대대 발전기100kw(16-285),HDF,공군 제8전투비행단,미분류
상무대 풋살장 인조잔디 설치납품(4개소),LGH,육군상무대근무지원단,미분류
볼수거기 등 2품목,SFC,제9691부대,미분류
마그네트론 구매,SDG,제2002부대,미분류
전달장치 등 2종,SDQ,해군제2수리창,미분류
등산화 등 9종,SFG,제9181부대,미분류
대형 선풍기 등 00종 구매,LCP,육군항공사령부,미분류
육군 비행복(디지털무늬),EHD,물자계약팀,미분류
00지역  UPS 교체,UMM,국군재정관리단,미분류
무선망 통합장치 구매 및 설치,MDI,제7016부대,미분류
냉방기(에어컨)00대 구매설치,MCS,국방부계룡대근무지원단,미분류
블랙박스 등 2종 구매,SCP,제8385부대,미분류
이중규격봉투 등 80종,SCG,해군본부,미분류
복사용지 등 158품목,SFC,제9691부대,미분류
소형냉장고 177대 구매,SCL,해군사관학교,미분류
HACCP형 취사장 스탠드형 에어컨 구매 및 설치,LDG,육군 탄약지원사령부,미분류
어린이집 냉난방기 구매 설치,HDK,공군제11전투비행단,미분류
지속적피동운동기 1항목 구매(물품),LCF,육군군수사령부,미분류
공기압축기 세트 구매,MDC,제1363부대,미분류
오리콘 고정기등8종구매,LDH,육군종합정비창,미분류
발칸캠구매,LDH,육군종합정비창,미분류
"루프, 끈 조임용 등 6종 구매",UMM,국군재정관리단,미분류
콘텐츠 제작 장비 구매,UMM,국군재정관리단,미분류
포장용테이프 등 415종,SDF,제5738부대,미분류
빈트소켓 자석형 등 250종 구매,SDF,제5738부대,미분류
자운대 교환기 교체사업(항온항습기),MDF,국군지휘통신사령부,미분류
물류통제과 이동식 냉난방기 등 2종 구매,HCF,공군군수사령부,미분류
토너카트리지 등 0종 구매,LCG,육군본부,미분류
코팅장갑 등 172종,SFD,제9227부대,미분류
세탁소 대형 스팀건조기 설치 납품,LCN,육군사관학교,미분류
강화도어 손잡이 등 78종 구매,SFM,제3170부대,미분류
공마대 등 29종 구매,SCP,제8385부대,미분류
스텐밧트 6종 구매,SCP,제8385부대,미분류
토너 등 55종,SCF,해군군수사령부,미분류
믹서기 등 2종 구매,SDG,제2002부대,미분류
