참가수,공고번호,공고차수,판단번호,항목번호,입찰명,업무구분,발주기관코드,발주기관,개찰일시,낙찰자(업체코드),낙찰자(상호),낙찰자(영문상호),낙찰자(대표자),낙찰자(연락처),ss,낙찰자(연락처).1,낙찰자(주소),낙찰률, 낙찰금액 ,군 분류,군수품분류
2,SFG0175,1,45122,***,떡류 등 21종,물품,SFG,제9181부대,2016-12-21 10:30,H5331,주식회사해피21세기,HAPPY21C,이숙희,031-977-7729,031-977-7729,031-977-7729,경기도 고양시 일산동구 성현로377번길63-13 (문봉동),89.6826,"273,130,000",해병,
11,SFC0224,1,45940,***,음향제작장비 등 4품목 제작설치,물품,SFC,제9691부대,2016-12-21 10:30,CB7E7,(주)기선,kisun,최호열,031-222-8423,031-222-8423,031-222-8423,"경기도 화성시 동탄반송1길45 (반송동,1층)",87.1576,"133,382,960",해병,
2,SCU0122,1,44764,2,17년 액화석유가스 구매,물품,SCU,해군 기동함대사령부,2016-12-21 10:30,D4CF7,주식회사 제주미래에너지,JEJU MIRAE ENERGY,최석원,647961423,647961423,064-796-1423,제주특별자치도 제주시 한림읍 협재남2길2-0,85.2706,596,해군,3종-가스류
2,SCU0122,1,44764,1,17년 액화석유가스 구매,물품,SCU,해군 기동함대사령부,2016-12-21 10:30,D4CF7,주식회사 제주미래에너지,JEJU MIRAE ENERGY,최석원,647961423,647961423,064-796-1423,제주특별자치도 제주시 한림읍 협재남2길2-0,87.1661,656,해군,3종-가스류
2,SCF0529,1,45077,***,충전키트 가압용 등 2종,물품,SCF,해군군수사령부,2016-12-21 10:30,F45B7,주식회사 티이엠,TEM Co. Ltd,배정선,070-8795-4531,070-8795-4531,070-8795-4531,"부산광역시 연제구 시청로6-0 (연산동, 부산 더샵 시티애비뉴)",87.9596,"24,100,000",해군,
2,SCF0528,1,44981,17,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",88.9824,"1,954",해군,
3,SCF0528,1,44981,16,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,H2614,주식회사 나누미,"nanumi.co.,ltd",전우철,051-324-7551,051-324-7551,051-324-7551,부산광역시 사상구 하신번영로440 (엄궁동),94.0405,"2,880",해군,
3,SCF0528,1,44981,15,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",97.5031,"2,450",해군,
3,SCF0528,1,44981,14,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",70.2306,"1,750",해군,
3,SCF0528,1,44981,13,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,H2614,주식회사 나누미,"nanumi.co.,ltd",전우철,051-324-7551,051-324-7551,051-324-7551,부산광역시 사상구 하신번영로440 (엄궁동),96.9451,"2,580",해군,
2,SCF0528,1,44981,11,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",98.4733,"1,937",해군,
2,SCF0528,1,44981,10,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,D819A,연우상사,,황지환,055-546-2572,055-546-2572,055-546-2572,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),98.0995,"2,583",해군,
3,SCF0528,1,44981,9,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,D819A,연우상사,,황지환,055-546-2572,055-546-2572,055-546-2572,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),71.7951,"7,500",해군,
4,SCF0528,1,44981,8,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,3052F,고려냉장식품 주식회사,KRF,윤정희,553388771,553388771,055-338-8771,경상남도 김해시 주촌면 서부로1637번길 356(),68.0469,"4,020",해군,
2,SCF0528,1,44981,7,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",83.9648,"8,178",해군,
4,SCF0528,1,44981,6,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,3052F,고려냉장식품 주식회사,KRF,윤정희,553388771,553388771,055-338-8771,경상남도 김해시 주촌면 서부로1637번길 356(),63.9098,"3,980",해군,
2,SCF0528,1,44981,5,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,D819A,연우상사,,황지환,055-546-2572,055-546-2572,055-546-2572,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),80.1836,"7,800",해군,
4,SCF0528,1,44981,4,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,3052F,고려냉장식품 주식회사,KRF,윤정희,553388771,553388771,055-338-8771,경상남도 김해시 주촌면 서부로1637번길 356(),65.7083,"4,110",해군,
4,SCF0528,1,44981,3,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",57.501,"2,597",해군,
4,SCF0528,1,44981,2,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",53.6494,"2,597",해군,
3,SCF0528,1,44981,1,모듬콩조림 등 17종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",59.3349,"3,897",해군,
2,SCF0527,1,44979,30,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,D819A,연우상사,,황지환,055-546-2572,055-546-2572,055-546-2572,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),98.1187,"4,850",해군,
3,SCF0527,1,44979,28,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",85.511,"4,177",해군,
5,SCF0527,1,44979,27,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",73.4996,"4,030",해군,
4,SCF0527,1,44979,26,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",72.5573,"9,520",해군,
3,SCF0527,1,44979,25,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,D819A,연우상사,,황지환,055-546-2572,055-546-2572,055-546-2572,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),65.4961,"4,559",해군,
2,SCF0527,1,44979,24,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,D819A,연우상사,,황지환,055-546-2572,055-546-2572,055-546-2572,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),83.2657,"8,500",해군,
2,SCF0527,1,44979,23,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",97.5792,"5,170",해군,
4,SCF0527,1,44979,22,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",92.2417,"29,743",해군,
2,SCF0527,1,44979,21,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",87.6835,"2,280",해군,
7,SCF0527,1,44979,20,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",64.8385,"3,940",해군,
3,SCF0527,1,44979,19,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",65.8676,"1,920",해군,
3,SCF0527,1,44979,18,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",47.2791,"1,630",해군,
3,SCF0527,1,44979,17,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",52.4563,"1,830",해군,
4,SCF0527,1,44979,15,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,D819A,연우상사,,황지환,055-546-2572,055-546-2572,055-546-2572,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),81.48,"3,900",해군,
3,SCF0527,1,44979,13,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",92.7464,"3,740",해군,
2,SCF0527,1,44979,12,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",81.2189,"3,240",해군,
4,SCF0527,1,44979,10,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",76.3854,"2,450",해군,
2,SCF0527,1,44979,9,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,D819A,연우상사,,황지환,055-546-2572,055-546-2572,055-546-2572,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),81.0235,"2,850",해군,
3,SCF0527,1,44979,8,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",85.962,"6,240",해군,
2,SCF0527,1,44979,7,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",71.0708,"2,330",해군,
3,SCF0527,1,44979,6,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",88.5993,"2,350",해군,
4,SCF0527,1,44979,5,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",89.7386,"3,280",해군,
3,SCF0527,1,44979,4,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",91.7954,"3,675",해군,
3,SCF0527,1,44979,3,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",84.5879,"3,214",해군,
2,SCF0527,1,44979,2,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",87.6807,"4,427",해군,
2,SCF0527,1,44979,1,해물모듬완자 등 30종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,HABE2,삼진유통,tkawlsdbxhd,이순남,055-293-6645,055-293-6645,055-293-6645,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",74.9265,"2,850",해군,
5,SCF0526,1,44965,31,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,H2614,주식회사 나누미,"nanumi.co.,ltd",전우철,051-324-7551,051-324-7551,051-324-7551,부산광역시 사상구 하신번영로440 (엄궁동),72.2178,"1,949",해군,
3,SCF0526,1,44965,30,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,B7D5C,다솔기업,dasol giup,김종욱,055-547-6322,055-547-6322,055-547-6322,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",54.6965,"2,858",해군,
3,SCF0526,1,44965,29,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,B7D5C,다솔기업,dasol giup,김종욱,055-547-6322,055-547-6322,055-547-6322,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",75.9272,"4,113",해군,
2,SCF0526,1,44965,28,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,B7D5C,다솔기업,dasol giup,김종욱,055-547-6322,055-547-6322,055-547-6322,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",84.775,"3,534",해군,
3,SCF0526,1,44965,27,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",91.1521,"2,230",해군,
3,SCF0526,1,44965,25,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",86.2169,"2,820",해군,
3,SCF0526,1,44965,24,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,B7D5C,다솔기업,dasol giup,김종욱,055-547-6322,055-547-6322,055-547-6322,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",81.8842,"4,558",해군,
3,SCF0526,1,44965,23,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,B7D5C,다솔기업,dasol giup,김종욱,055-547-6322,055-547-6322,055-547-6322,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",94.5243,"3,313",해군,
3,SCF0526,1,44965,22,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",76.8451,"1,880",해군,
4,SCF0526,1,44965,21,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",81.6034,"2,600",해군,
3,SCF0526,1,44965,20,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,B7D5C,다솔기업,dasol giup,김종욱,055-547-6322,055-547-6322,055-547-6322,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",76.685,986,해군,
3,SCF0526,1,44965,19,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,B7D5C,다솔기업,dasol giup,김종욱,055-547-6322,055-547-6322,055-547-6322,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",76.9047,580,해군,
2,SCF0526,1,44965,18,핫바 등 31종 구매,물품,SCF,해군군수사령부,2016-12-21 10:30,FB41E,주식회사 류홀마트,new consulting,양미숙,055-546-0841,055-546-0841,055-546-0841,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",95.9003,"3,480",해군,
