,Freq
K77지휘차 감지기 구매,4
대용량 무선전송장비 부품(제조),4
발칸 핀 등 9종 구매,4
22년 105mm 대전차고폭예광탄 목상자,4
인버터 등 10항목 구매(궤도공구),4
어육가공품류,4
식품절단기 등 3항목 구매(물자),4
K1전차 오일펌프조립체 구매,4
지뢰매설용기 세트류,4
밴트럭(1 1/4톤 암호차),4
양극 등 5종 구매,4
조준경 조립체(조준기 총강용 광학용) K14용,4
예비군 훈련 도시락 제조납품(4권역),4
연결링크 강체형 등 6항목 생산능력확인제조(기장),4
상온보관용 빵,4
리테이너 패킹용 등 120항목 생산능력확인제조(기장),4
23년 공기청정기 필터 제조 구매,4
상용 통신장비(핸드토키)구매,4
즉석순대(용기),4
(237331-C) 장기지속형 체외순환막 심폐보조장치 구매,4
DDH-I 기관감시제어장치 성능개선,4
장치대 망원경용 등 1항목 생산능력(총포),4
결합블럭 등 31항목 구매(궤도),4
보호의포장재,4
필터 유닛 액체용 등 11항목 생산능력확인제조(기장),4
경유(저유황경유),4
경유(혹한기용),4
등유(실내용2호),4
샌드형 쿠키,4
펌프 연료분사용 1항목 구매(궤도),4
여군 하이힐 제조,4
탐조등 몸통조립체 등 5항목 구매(기장),4
컵스프,4
여군 흑단화,4
23년~'24년 방공관제레이더 증폭기(PDA) 외주정비,4
민수용 작전식량,4
암 조절 차량서스펜션용 등 18항목 구매(기장),4
발칸 베이스 구매,4
브래킷 배기장치용 등 31항목 구매(기장),4
캠 조립체 등 2항목 제조(기장),4
OO급 잠수함 통합양강마스트 정비,4
전기 접촉자 등 9항목 제조(기장),4
탄통조립체 등 2항목 구매(항공),4
열전지(천무유도탄용) 1품목 구매,4
천마 회로카드조립체구매,4
체크밸브 등 4품목 제조,4
라이닝슈우조립체 등 40항목 제조(총포),4
K계열전차 엔진 부품류(구매),4
육상 심해잠수훈련장비 외주정비],4
배낭부속재류,4
건빵(개선품) 1지역,4
건빵(개선품) 2지역,4
건빵(개선품) 3지역,4
항공헬기 피스톤류 등 5종 정비,4
건빵(개선품) 4지역,4
의료질 향상 도서 구매,4
산악침투복,4
국수(소면) 등 174종 구매,4
생수 구매,4
솔벤트,4
K200장갑차 밸브 구매,4
재첩국(냉장),4
활성탄 등 5종 구매,4
야간투시경 구매,4
회로카드조립체,4
감자 등 61종 구매,4
에어콤프레샤,4
기념휘장 세트 제조 납품,4
밸브 조절용 계통압력용 1종,4
시리얼(초코후레이크),4
시리얼(쌀후레이크),4
풀 트레일러 제조,4
유체정역학유니트 등 16종 구매,4
LYNX 항공기 시뮬레이터 유지보수 정비,4
램프 형광등 등 8종 구매,4
유압부품류  자주포용K55(A1),4
19년 유류펌프류,4
구명식량 10 000BX 구매,4
FF 함안정기 정비,4
총각김치,4
전투식량 1형(1식단),4
함정용 위성방송수신안테나 유지보수 정비,4
와이프용 구동유니트,4
전투식량 1형(2식단),4
개스킷 등 7종,4
종이타올,4
전투식량 1형(3식단),4
궤도장비밸브류,4
맛술,4
4 000G/A 유조차,4
너비아니,4
군만두,4
전투식량2형(1식단),4
황산칼륨 등 12항목 구매(물자),4
다이얼 눈금식 등 13항목 제조(방사능  처통합),4
자동기상관측장비,4
17년 비호 사통장치 수리부속,4
깻잎무침 등 12품목,4
이동식에어컨(5톤 확장식 밴용),4
감지장치 전기자기유도식 1종,4
개스킷 등 22종 구매,4
16-해-탐조등(12인치) 11EA 제조,4
베어링 롤러식 원통형  등 2항목 제조(생산  궤도),4
사이버 침해사고 조사도구 라이선스 구매,4
조향기어 등 3항목 제조(기장  생산능력),4
여군 흑하이힐,4
쿠키,4
버터,4
카놀라유,4
학군단 외투,4
건토란대,4
크래미(냉동),4
냉동수육삼겹살,4
사막색 전투화 제조납품,4
어육소시지,4
공기정화기,4
접착제등2종 구매,4
망원경 엘보형 2항목 제조(방사능함유 총포),4
철판,4
일반배관용탄소강관,4
19년 예비군 도시락 제조납품,4
DDG 에어컨 정비,4
다목적 외투,4
도로용페인트,4
총각김치(1지역),4
워커리프트트럭 1SET 구매,4
기어  내접형,4
재생토너 등 2종,4
총각김치(2지역),4
송수화기 등 2종 구매,4
총각김치(3지역),4
냉난방기 설치납품,4
총각김치(4지역),4
총각김치(5지역),4
총각김치(6지역),4
총각김치(7지역),4
공수훈련지상장비,4
총각김치(8지역),4
방화복,4
BTCS부품 정비(일반),4
변압기  펄스용(GPS-98K용),4
19년 액화석유가스(LPG) 구매(경남),4
30mm G/K 창정비,4
18년 유류펌프류,4
전기식 와이퍼모타,4
자주포 기어류,4
지뢰보호용전투화 및 덧신,4
램프 발광 다이오드용 1종,4
회전결합기(저고도탐지레이더용) 정비,4
K1전차 윈도우 구매,4
축전지,4
전투식량(전투식량2형(1식단)),4
전투식량(전투식량2형(2식단)),4
전투식량(전투식량2형(3식단)),4
헤드세트  전기식 등 7종 구매,4
모니터 텔레비전식 1종,4
함정 취사장 리모델링 정비,4
K9자주포 전지 구매,4
배추썰은 포기김치 등 8종 구매,4
콩나물 (4지역),4
발칸 케이블조립체 2종 구매,4
보조보일러(중형/대형),4
호스류,4
회로카드 조립체 등 2종,4
스테이브조립체,4
기름 고추맛식용(고추맛기름),4
GRC-512K부품(구매),4
전원공급기(전차용),4
KF-16 바퀴조립체 정비,4
램프  핵용(구매),4
F-5 구성품 정비,4
장력장치류,4
K-55 자주포 송풍기,4
보호의 포장재,4
간  조준용,4
LYNX 항공기 STATION BOX 정비,4
유공압부품류,4
전투용탄약운반장구,4
원단 사지직(2/2 230 곤색),4
원단 하정복용(155 곤색),4
원단 하정복용(155 하늘색),4
하근무복 원단(카키색/해군),4
조리병교육대 실습재료,4
차량정비용 수리부속(쌍용/소형차량) 연간단가계약,4
확성기 조립체 등 8품목 구매,4
오실로스코프 구매,4
전원공급기(K-1 전차용),4
덮개  포구용 1 000EA,4
가죽잠바,4
전반기 전산운영용품 구매,4
BTCS용 케이블조립체 등(C),4
K9자주포 노즐 구매,4
17년 발칸용 전원공급기,4
브래킷 판류,4
발전기세트  디젤엔진식 10KW,4
밸브 조립체 차단용,4
VLF 지휘통신체계 유지보수 정비,4
스위치 압력식(K-1전차용),4
딸기잼(1지역),4
딸기잼(2지역),4
딸기잼(3지역),4
유수분리기 9GPM,4
K1전차 변속기부품류(구매),4
냉난방기  18000BTU  수직형(TPS-830K용),4
과일젤리,4
추 체크 밸브용 등 45종 구매,4
전지 재충전불가식(BA-6468 등 2종),4
탄력붕대3인치 외 4종,4
냉각기 1단 윤활유 쿨러 1종,4
육고기비빔소스(2지역),4
육고기비빔소스(4지역),4
해물비빔소스(1지역),4
해물비빔소스(2지역),4
해물비빔소스(3지역),4
전차 궤도소각(3종) 정비,4
동정복 원단(그린색/육군  개선품),4
하정복 원단(그린색/육군  개선품),4
하근무복상의 원단(회색/육군  개선품),4
동정복 원단(곤색/공군),4
하정복 원단(곤색/공군),4
하근무복상의 원단(하늘색/공군),4
니카드전지(BB-851K 등 4종),4
시일 조립체 축통용 선박용,4
선박 엔진 수리부속 구매,4
펌프 유압식 수동식,4
일반우의,4
비파괴검사(X-RAY)장비 외주정비,4
전차탄도계산기 부품류(구매),4
물냉면(1지역),4
17-1차 전산운영용품 구매,4
씰  봉합조립체류,4
터빈 연료 항공용(JET A-1)(차량지역),4
MSC-500K 부품(구매),4
방열기  엔진냉각제용,4
휴대용제독기(KM-11),4
16년 조류퇴치탄,4
16년 도화선,4
유니버설조인트 등 3항목 제조(생산능력 궤도),4
발전기세트  가솔린엔진식 700W,4
타이어플랩,4
타이어(AH11),4
결속 가락지 등 3종 구매,4
타이어(RA08),4
타이어(H426),4
전차 전원공급기,4
방수포 등 3항목 제조(기장),4
원추형 풍속기 등 12항목 구매(물자),4
타이어(RA35),4
타이어(RA07),4
풍향풍속계 임펠러  송신용 등 2항목 제조(물품),4
타이어튜브,4
물냉면(3지역),4
일반모자류,4
물냉면(4지역),4
K10신형제독장치 부품,4
헬기 구성품(제어장치 시동보조기용) 정비,4
목도리,4
견인 고리조립체 등 23항목 제조(기장  생산능력),4
요대 개인장구용,4
인조잔디 설치납품,4
과일탄산음료,4
핫바소시지,4
펌프 회전식 1종,4
당면(4지역),4
오렌지 등 14종 구매,4
패널  차량작동용,4
돼지생삼겹살 등 12종 구매,4
청관제 1항목 구매(물자),4
부싱-밸브 조립체 등 8항목 제조(생산  궤도),4
다목적전술차 실린더조립체 구매,4
해상작전위성통신체계(SRC-1K) 유지보수 정비,4
디지털무늬 원단(IR) 해병,4
쉘터 비전개식(1 1/4톤) 및 부품,4
노즐  연료분사용 1종 구매,4
송신기 유량용 등 3종,4
500MD헬기 지시계 진로 방향표시-R용 정비,4
시동기 엔진용 전기식 1종,4
생선묵 튀김(1지역),4
생선묵 튀김(2지역),4
생선묵 튀김(3지역),4
생선묵 튀김(4지역),4
생선묵(튀긴어묵  떡볶이용)(1지역),4
생선묵(튀긴어묵  떡볶이용)(2지역),4
생선묵(튀긴어묵  떡볶이용)(3지역),4
생선묵(튀긴어묵  떡볶이용)(4지역),4
감자전분,4
표고버섯가루,4
오이피클,4
군위성통신체계(고정/휴대용)부품(구매),4
요대  디지털무늬,4
흑색로프 1항목 구매(물자),4
양념치킨 소스,4
16년 천마 토크식 전동기,4
항공기 구성품 정비,4
플라스틱마개등25종 구매,4
P-3 항공기 시뮬레이터 유지보수 정비,4
역삼투조수기 20톤,4
전지 재충전불가식(미스트랄용),4
재투자 의무장비 구매(원심분리기 중형),4
근속 30주년 기념휘장 제조,4
역삼투조수기 15톤,4
항공기 급유차(5 000G/L),4
고공가설작업기구 등 2항목 제조(일장  생산능력),4
끈 덮개류,4
카고 연료유 펌프 제조,4
장치대(M145),4
스타터모타(차량:방수형),4
대테러복  특전사용,4
제동장치 부품류,4
케이블 조립체 특수목적용 전기용(소해함용),4
사각어묵,4
봉어묵,4
신관조정기세트,4
열상장비(TAS-970K) 구성품 정비,4
17년 신궁 부품(구매),4
표준차 변속기 및 차축 부품(구매),4
밸브 버섯형 엔진용 등 3종,4
로드휠(장갑차용),4
캡 롤러용 등 114항목 구매(기장),4
파노라마식 망원경(방산),4
구두약,4
배선 결합체(U4/B1) 등 86항목 제조(궤도),4
K21 기어조립체 정비,4
냉동조각케익,4
K-1 전차 여과기류,4
돼지목심(냉동) 등 4종 구매,4
코티드샌드 구매,4
벨브류,4
판 설치용,4
CRM 엔진 총분해 외주정비,4
증폭기  무선주파수용(정비),4
K1전차 개스킷및성형패킹세트구매,4
K-9 자주포 엔진부품류(구매),4
19년 발칸 포가부 부품(제조),4
통신유지물품 구매,4
플라스틱마개등25종구매,4
초코렛,4
냉동기세트(2톤),4
1 1/4톤 통신가설차  K314A1,4
K200장갑차 기어 구매,4
K200A1장갑차 수압기중기 모터(휀) 정비,4
표준차 변속기 및 차축 부품(제조),4
육군 비행복(디지털무늬),4
알루미늄 합금판 등 9종,4
인쇄회로판 등 2종,4
오리콘 펌프모타 정비,4
17-목-물류창고 신축 화재수신기 제조 설치,4
천마 최종구동장치 차량용 정비,4
화상회의체계 구축사업,4
클렘프류(기동 궤도),4
양념분쇄기 1품목 구매(물자),4
지시기  수직속도용 등 2종 제조,4
장갑차 부품류(화생방정찰차용 필터  구매),4
대용량 무선전송장비 부품(구매),4
닭가슴살통조림,4
K1전차 트랙 C형 등 8종 정비,4
인체제독셋 수리부속(구매),4
표본수집키트 화학작용제용,4
펌프 하우징 1종,4
갓김치 등 6품목,4
순두부 등 3품목 구매,4
호스  비금속제등 22항목 제조(생산능력  자주포),4
스프링류,4
구동장치부품류(제조 일반),4
방상내피 원단(퀼팅원단),4
155밀리 모의신관류,3
고무판 등 12종 구매,3
수압기중기 모터(휀) 등 3항목 구매(궤도),3
심 등 159항목 제조,3
19-3차 일반비품(자동주유기 단식 등 2품목) 구매,3
KUH헬기 회로카드조립체 정비,3
20년 천마 발전기 세트(구매) ,3
액화석유가스(취사),3
떠먹는발효유 구매,3
정보화 교육장 구축사업 리스,3
송풍기(궤도장비용),3
탄입대,3
탄약링크분해조립기 1EA,3
플렌지 발전기구동용(K-1전차용),3
콜라 구매,3
박격포 고저방향장치부품류,3
볼베어링(구매),3
체력단련장 코스관리용 농약 구매,3
체력단련장 코스관리용 모래 구매,3
쉘타  비전개식(2½사격지휘차용),3
니카드전지(항공기용),3
16년 증식용 떡 및 케이크 구매,3
1분기 식품검사 재료 구매,3
조리병교육대 교육 재료,3
BTCS회로카드조립체(B),3
체력단련장 농약 구매,3
20년 병리장비소모품(7) 구매,3
취사용 LPG 구매,3
항공 자동기상관측장비,3
20년 의료용가스 조달  미사용 용기 천공(경기),3
손목시계 제조납품,3
브래킷트 속도용등 48항목 구매(궤도),3
장갑세트 화학방호용,3
통신용 쉘터 수리부속,3
의무장비(X-선기 전치아동시촬영기) 구매,3
16-3차 전산운영용품 구매,3
필터 유체용 등 3항목 구매(궤도),3
폴리우레탄피복제 위장 숲녹색 등 6품목,3
특수수술재료(Cable System) 구매,3
소화기(총류) 부품류(구매),3
적외선차폐 발연체계 가스터빈 수리부속,3
20년 의료가스(액화산소등 7품목) 구매,3
겨자 소스 조리형(머스타드소스),3
BTCS용 디스플레이유닛 등,3
M.A.N 엔진 유지부품류,3
방공관제레이더(117K) 무선주파수용 증폭기 외주정비,3
콕 배출용 등 17항목 제조(기장),3
BTCS용 회로카드조립체 등(A),3
BTCS용 회로카드조립체 등(B),3
발전기세트  디젤엔진식 100KW,3
봉합재 등 8항목 제조(궤도),3
표창장 표지 제조,3
가스총 38SE 구매,3
CO2소화기 등 3종 구매,3
19-183 공압실습장비 제조/구매,3
16년 대전병원 핵의약품(체내검사용) 구매,3
전압조절기 1종,3
18-10차 의무비품(의무병실용 싱크대) 구매,3
회로 차단기 등 2종,3
꼬질대류,3
케이블  전력용 등 11종 구매,3
16년 오리콘 사격통제장치 부품류 외주정비,3
증식(음료),3
역삼투조수기 부품,3
사막색 전투복 제조납품,3
K55A1자주포 유니버설조인트 구매,3
인쇄용지 2종 구매,3
냉동 새우튀김 등 51종 구매,3
펌프  원심형,3
전기장치부품류,3
천마 응축기조립체 정비,3
00함 가스터빈 유압시동기 패널 정비,3
쇠고기장조림,3
브레이크 드럼 등 11항목 제조(기장),3
포장순대,3
스파게티면,3
망고푸딩,3
터빈 연료 항공용(JP-8)(화차B지역),3
초코파이,3
몽쉘,3
매실음료,3
백김치(1지역),3
갓김치(1지역),3
백김치(2지역),3
매실농축액(매원),3
갓김치(2지역),3
갓김치(3지역),3
K55자주포 기세트 구매,3
갓김치(4지역),3
예비군용 총기손질정비실 제조 설치납품,3
백김치(5지역),3
갓김치(5지역),3
교량가설단정 하네스 구매,3
백김치(6지역),3
갓김치(6지역),3
외과장비소모품 구매(Clip fixing device 등 42품목),3
상륙돌격장갑차 보기륜 정비,3
통신 정밀측정장비 1항목 구매(물자),3
백김치(7지역),3
