입찰명,발주기관코드,발주기관,카테고리
부대 의약품 및 의료기재 등 구매,LGM,제11기동사단,8종
후반기 전산용품 구매,LGM,제11기동사단,2종
원판정리대 등 3종,SCH,해군작전사령부,미분류
조경용 퇴비 등 30품목,SFC,제9691부대,미분류
교도소 침대생산자재(목재류) 제조납품,UMM,국군재정관리단,4종
백단화 등 3종,SCF,해군군수사령부,미분류
00함 선체(하우스) 청락/도장 용역,SCF,해군군수사령부,미분류
조달-방-16-78 레이더 냉각체계 수리부속,HDS,공군미사일방어사령부,9종
파이프 등 211종 구매,HDP,공군제19전투비행단,4종
ATCIS 상용HW 유지보수 물품 구매,LNG,육군 제1군단,4종
연천지역 차량 후방카메라 설치납품,LPG,제5보병사단,미분류
00부대 장간조립교 자재 제조납품,LGS,육군 제8군단,미분류
00부대 풋살경기장 인조잔디 설치납품,LGS,육군 제8군단,미분류
00부대 취사 피복 구매(취사화 등 7종),LFK,육군종합군수학교,2종
자동화 사격장비 제조설치,UMM,국군재정관리단,미분류
선박 보조연료탱크 제조 설치,UMM,국군재정관리단,미분류
후가공 2종 제작/구매,UAC,국방출판지원단,미분류
국방컨벤션 웨딩 꽃장식/부케 설치납품,MCN,국방부근무지원단,미분류
임실 굴삭기 수리부속 구매,LKM,제2632부대,9종
교육재료(복사용지 등 56종) 구매,MDQ,국군의무학교,2종
노트패드 등 64종,SCG,해군본부,9종
복사용지 750box 구매,SCP,제8385부대,미분류
시멘트 등 94종 구매,SCP,제8385부대,4종
상용 샌드박스 서버(HW) 구매,MCM,4284부대,2종
국방정보보호 교육지원물품 구매,MCM,4284부대,2종
국방정보보호 부교재(도서) 구매,MCM,4284부대,10종
"입시홍보물품(3색 볼펜) 7,000개 구매",SCL,해군사관학교,10종
고속절단기 등 5종,SFG,제9181부대,9종
배관용탄소강광등105품목구매(16-400호),SFC,제9691부대,미분류
컴포트 그립장갑 등 93종,SCG,해군본부,미분류
"지뢰보호의, 보호헬멧 제조구매",LHN,제7보병사단,2종
미확인 지뢰지대 통제간판 제조구매,LHN,제7보병사단,5종
화면전시체계 보강사업 설치납품,LHM,제15보병사단,미분류
"복사용지 1,670박스",SCH,해군작전사령부,미분류
안전모 등 33종,SCH,해군작전사령부,미분류
토너 등 56종,SCG,해군본부,미분류
전투지휘훈련 브리핑장비 설치 납품(긴급공고),MBB,육군전투지휘훈련단,미분류
16-본-공-5 관급자재(화강석) 제조,UMM,국군재정관리단,미분류
LED작업등 등 4종,SDQ,해군제2수리창,4종
밸브 등 4종,SDQ,해군제2수리창,4종
'16-평-군 관사 보일러 구매설치,SCQ,제9911부대,미분류
친환경 합성목재(데크제)외 1종 구매납품,MCS,국방부계룡대근무지원단,4종
"조경석 현무암부정형판석(6,708개)구매납품",MCS,국방부계룡대근무지원단,미분류
스텐 옥외보안등 외 11종 구매,MCS,국방부계룡대근무지원단,미분류
LED투광등 340조 구매,LPM,제9보병사단사령부,4종
00부대 간부숙소 신축 관급자재 콘크리트파일 제조,LCP,육군항공사령부,4종
인쇄재료 16종 구매,UAC,국방출판지원단,2종
00부대 간부숙소 신축 관급자재 콘크리트파일 제조,LCP,육군항공사령부,4종
원격교육 체계구축 사업 통합리스,UMM,국군재정관리단,미분류
고속고무보트 제조 납품,UMM,국군재정관리단,미분류
인쇄재료 16종 구매,UAC,국방출판지원단,2종
예복 허리휘장 등 27종 구매,MDW,국군간호사관학교,미분류
강릉 및 원주지역 부대 T-11 표준 파렛트 구매,LGP,제1군수지원사령부,미분류
춘천 및 인제지역 부대 T-11 표준파렛트 구매,LGP,제1군수지원사령부,미분류
원형톱 1개,SCH,해군작전사령부,미분류
전시관 내부 안내판 제작 및 설치,SCI,제9121부대,미분류
16-해-격납고 크레인 제조 설치,SCR,해군제3함대사령부,미분류
산업용 장갑 등 30종 구매,SCR,해군제3함대사령부,미분류
디지털 포렌식 대용량 스토리지 서버 구매,NIT,국방부조사본부,2종
00함 No.1 공기조화기 압축기 모터 정비,SCF,해군군수사령부,미분류
강습대대 발진기지 토목자재구입,LMH,제7군단,4종
5공병 중형굴삭기 크레샤 수리부속 구매,LMR,제5군단사령부,9종
00부대 관사 신축사업 승강기 제조설치,UMM,국군재정관리단,미분류
전산운영용품구매(6),UMM,국군재정관리단,2종
고무보트 2종 제조납품,UMM,국군재정관리단,미분류
00부대 후반기 전산운영용품 구매(2),UMM,국군재정관리단,2종
상용 HET차량용 타이어 구매,LPH,제2167부대,9종
00지역 ATCIS SSD 장비 구매,LPG,제5보병사단,미분류
장간조립교 목재 수리부속 제조납품,LMR,제5군단사령부,미분류
PP 제본표지 등 61종,SCG,해군본부,미분류
니퍼 등 56종,SCG,해군본부,미분류
노트패드 등 35종,SCG,해군본부,9종
메모보드판 등 104종,SCG,해군본부,미분류
복사용지 등 3종 구매,SCP,제8385부대,미분류
야채참치통조림 등 3종 구매,SCQ,제9911부대,미분류
오늘의해병대 코너 제작/설치,SFC,제9691부대,미분류
야채참치통조림 등 3종 구매,SCQ,제9911부대,미분류
빔프로젝터 구매,SCN,제7001부대,미분류
생도견장(남/1학년) 등 26종 제조(구매),SCL,해군사관학교,미분류
"센서,촉각반응용 등 5종",SDQ,해군제2수리창,미분류
어린이집 교구교재(놀이방 매트 등 172종) 구매,LKG,육군제53보병사단,미분류
"어린이집 교재교구 구매(공용,3,4세용/195종)",SDL,재경근무지원대대,미분류
16년도 4분기 도서(국내서) 구매,LFN,육군3사관학교,10종
아파트 홈오토 설치,LMQ,제7297부대,미분류
패킹재료 등 2항목 제조(궤도),LCF,육군군수사령부,미분류
의약품(243차) 구매,MDD,국군수도병원,8종
의약품(239차) 구매,MDD,국군수도병원,8종
00부대 심정모터펌프 교체 자재구매,LHG,제1862부대,미분류
아파트 태양광 발전장치 제조설치,LMQ,제7297부대,미분류
어린이집 도서(241종) 구매,LKG,육군제53보병사단,10종
통신센터 관급자재-전열교환기 제조.구매 (설치포함),HCR,공군제15특수임무비행단,미분류
7162부대 동 케이블 자재구매,LHD,제21보병사단,4종
00부대 간부숙소 합성수지제창 제조설치,UMM,국군재정관리단,미분류
수도병원 의무비품(3차) 6종 구매,UMM,국군재정관리단,미분류
FRP 소화기함 제조(2),UMM,국군재정관리단,미분류
차기다련장 2차사업 조명기구 제조,UMM,국군재정관리단,4종
16년 원격정비지원체계 구축사업 등 4건 리스,UMM,국군재정관리단,미분류
00부대 관사 신축사업 통합배선반 제조설치,UMM,국군재정관리단,미분류
00부대 관사 신축사업 합성수지제창호 제조,UMM,국군재정관리단,4종
인쇄재료 23종 구매,UAC,국방출판지원단,2종
17년 차량정비용 수리부속(타이어/밧데리) 구매,MCN,국방부근무지원단,9종
17년 차량정비용 수리부속(버스/트럭) 구매,MCN,국방부근무지원단,9종
17년 차량정비용 수리부속(승용차)(현대)구매,MCN,국방부근무지원단,9종
`16년 정보자원 증설사업(구매),MCJ,국방통합데이터센터,미분류
00지역 성재산 모노레일 보수 설치납품,LPG,제5보병사단,4종
00지역(연천) 송풍기 구매,LPG,제5보병사단,미분류
창고 중량물 저장대 제조 설치납품,LMS,제7789부대,미분류
지뢰방호차량 소모품 구매,LKP,5군수지원사령부,5종
16-10차 전산운영용품 구매,LHK,제2군단,2종
방사선 측정기 등 0종 구매,LCP,육군항공사령부,7종
00대대 노후감시장비 교체 설치납품,LNF,제1보병사단,7종
화장대 등 5품목 구매,SFL,제3283부대,미분류
어린이집 교재교구 구매(0~2세용/189종),SDL,재경근무지원대대,미분류
공병장비 크라샤 구매,LHN,제7보병사단,2종
TMO이동도서관 도서 구매,MDK,국군수송사령부,10종
코팅기 등 33종,SCN,제7001부대,미분류
작업용 장갑 등 8 종,SDG,제2002부대,미분류
당구대 4EA,SCN,제7001부대,미분류
멀티크리너 등 47종,SCG,해군본부,미분류
항-16-077 생화학분석기 기약 등 31종,HCL,공군사관학교,미분류
OO부대 인조잔디 설치 납품,LQG,육군 52보병사단,미분류
총기이동식 거치대 32EA,SCN,제7001부대,미분류
4/4분기 도서 구매,SFL,제3283부대,10종
00부대 동원훈련장 온수보일러 제조설치 납품,LNM,제5181부대,미분류
00부대 동원훈련장 온수저장탱크 제조설치납품,LNM,제5181부대,미분류
00부대 녹음용 전화기 구매,LKM,제2632부대,미분류
의무장비 운영소모품 32종 구매(16-32차),LFC,육군훈련소,미분류
문서보존상자 등 77종,SCG,해군본부,미분류
의약품 및 임상병리 시약구매(11월),LPM,제9보병사단사령부,8종
복사용지 등 78종,SCG,해군본부,미분류
양면 풀테이프 등 55종,SCG,해군본부,미분류
아파트 디자인울타리 제조설치,LMQ,제7297부대,미분류
중형굴삭기 반자동 크러셔 설치납품,LNG,육군 제1군단,미분류
시그마 매트 등 18종,SCN,제7001부대,미분류
00부대 울타리 철조망 자재납품,LKM,제2632부대,4종
엔진 양수기 등 2종,SCU,해군 기동함대사령부,9종
"센서,촉각반응용 등 5종",SDQ,해군제2수리창,미분류
핸드파렛트 트럭 등 3종,SDQ,해군제2수리창,미분류
면장갑 등 5종,SDQ,해군제2수리창,미분류
배터리 등 6종 구매,SCR,해군제3함대사령부,9종
전기연장선 등 60종 구매,SCR,해군제3함대사령부,미분류
'16년 00망 정보보호체계 구매 설치,SCQ,제9911부대,미분류
사열대 등 6종 구매 제조,MDR,제9965부대,미분류
일반의약품 105종 구매,MDJ,국군대전병원,8종
매립콘센트 등 63종 구매,MCS,국방부계룡대근무지원단,미분류
재경학습관 전자제품 구매설치,MCR,국방대학교,미분류
광망 제설용 송풍기 구매,LHN,제7보병사단,미분류
접적대대 지휘통제실 화면전시체계 보강사업,LPC,제25보병사단,미분류
어린이집 전자제품 구매(청소기 등 33종),SDL,재경근무지원대대,미분류
OO부대 GOP 난방시설 설치납품 등 6건,LHN,제7보병사단,4종
00부대 보온대 구매,LDC,육군과학화전투훈련단,미분류
00부대 동계 물품 구매,LDC,육군과학화전투훈련단,미분류
16-9차 전산운영용품 구매,LCG,육군본부,2종
정보체계용품 SSD 구매,LMH,제7군단,미분류
전산운영용품 구매,LNQ,제17보병사단,2종
(16-189) ㄱ앵글 등 24품목,HDN,공군제18전투비행단,미분류
제설용 송풍기 구매,LHG,제1862부대,미분류
00지역(연천) 롤테이너 등 5종 구매,LPG,제5보병사단,미분류
17년 영업배상보험 및 캐디근재보험,UAB,국군복지단,미분류
(16-183) 노면표지용도로 등 15품목,HDN,공군제18전투비행단,미분류
시설자재(럭비장 차양대 등 8건) 구매,MCT,국군체육부대,4종
반조봉 등 5종 구매,LCG,육군본부,미분류
고속고무보트 7인승 제조,MDR,제9965부대,미분류
"리드선 조립체, 전기용 100EA 구매",SCI,제9121부대,미분류
상패보관함 2EA 구매,SCI,제9121부대,미분류
문서보존상자 등 98종,SCG,해군본부,미분류
복사용지 등 111종,SCG,해군본부,미분류
복사용지 등 11종 구매,SCP,제8385부대,미분류
칸막이 진열장 등 2종 제작 납품,SCH,해군작전사령부,미분류
일반의약품 141종 구매,MDJ,국군대전병원,8종
3KW 발전기 등 3품목 구매(16-283호),SFC,제9691부대,미분류
영내 설치용 태양광가로등 구매,LPM,제9보병사단사령부,미분류
ATCIS 전산용품 구매(244개),LPM,제9보병사단사령부,2종
철판 등 9종,SCN,제7001부대,미분류
벙커레이크 등 6종,SCN,제7001부대,미분류
차양망 등 12종,SCN,제7001부대,미분류
UTP케이블 등 13종 구매,SCN,제7001부대,4종
적외선 IP카메라 등 4종,SFD,제9227부대,미분류
LCD전용카피홀더 등 75품목(16-376호),SFC,제9691부대,미분류
축전지등 25품목(16-300호),SFC,제9691부대,2종
제설용 송풍기 구매,LHD,제21보병사단,미분류
GPS 전파교란 탐지시스템 보안장치 구매사업,MDF,국군지휘통신사령부,미분류
NVR(16CH) 등 6품목(16-364호),SFC,제9691부대,미분류
복사용지 84품목(16-388),SFC,제9691부대,미분류
황봉투 등 32품목(16-394호),SFC,제9691부대,미분류
복사용지 등 48품목(16-373호),SFC,제9691부대,미분류
파렛트 구매,LHN,제7보병사단,미분류
어린이집 주방용품 구매(수저통 등 88종),SDL,재경근무지원대대,미분류
장식장 등 2종 구매,UAZ,합동군사대학교,미분류
밥솥 등 2종 구매,UAZ,합동군사대학교,미분류
합판 등 군수비품 5종 구매,LPM,제9보병사단사령부,4종
화이트보드 등 154종,SFD,제9227부대,미분류
바운더리 마이크 등 39품목 구매,SFC,제9691부대,미분류
복사용지 등 141품목 구매,SFL,제3283부대,미분류
16-4차 전산운영용품 구매,LNC,제2067부대,2종
산업용UPS배터리 등 84품목(16-360호),SFC,제9691부대,9종
스테플러 등 112품목 (16-282호),SFC,제9691부대,미분류
국내 도서 구매(7차),MCR,국방대학교,10종
DC11C6550/Toner Black 등 11품목 구매(16-357호),SFC,제9691부대,미분류
도서(나를 바꾸는 심리학의 지혜 등 28품목)(16-293),SFC,제9691부대,10종
PLOTTER Paper 등 8종(16-358호),SFC,제9691부대,미분류
SFTP 케이블 구매(16-387호),SFC,제9691부대,4종
UTP 케이블 구매(16-383호),SFC,제9691부대,4종
전자레인지 등 5품목(16-375호),SFC,제9691부대,미분류
동케이블 등 3종 구매계약,LHN,제7보병사단,4종
재투자 정보통신운영용품 구매(16종),LKM,제2632부대,미분류
